### BDSIM output created Fri Jun 28 09:34:48 2013
 ####
# PT E[GeV] X[mum] Y[mum] Z[m] Xp[rad] Yp[rad]  
2212 4000 1681.7 335.072 35576.4 1.68056e-05 -2.61588e-05
2212 4000 1660.92 267.385 35579.5 -3.01109e-05 -1.78237e-05
2212 4000 1656.09 264.525 35579.7 -3.01109e-05 -1.78237e-05
2212 4000 1642.41 256.437 35580.1 -3.01631e-05 -1.78068e-05
2212 4000 1622.89 244.916 35580.8 -3.01631e-05 -1.78068e-05
2212 4000 1599.7 231.223 35581.6 -3.01631e-05 -1.78068e-05
2212 4000 1589.61 225.271 35581.9 -3.01631e-05 -1.78068e-05
2212 4000 1158.3 -29.3661 35596.2 -3.016e-05 -1.78067e-05
2212 4000 1151.7 -33.2613 35596.4 -3.016e-05 -1.78067e-05
2212 4000 1148.38 -35.2201 35596.5 -3.016e-05 -1.78067e-05
2212 4000 1117.29 -53.5744 35597.5 -3.016e-05 -1.78067e-05
2212 4000 686.028 -308.21 35611.8 -3.01562e-05 -1.78067e-05
2212 4000 679.431 -312.106 35612.1 -3.01562e-05 -1.78067e-05
2212 4000 676.114 -314.064 35612.2 -3.01562e-05 -1.78067e-05
2212 4000 655.11 -326.467 35612.9 -3.01562e-05 -1.78067e-05
2212 4000 645.03 -332.419 35613.2 -3.01562e-05 -1.78067e-05
2212 4000 213.829 -587.054 35627.5 -3.01514e-05 -1.78066e-05
2212 4000 207.233 -590.949 35627.7 -3.01514e-05 -1.78066e-05
2212 4000 203.916 -592.908 35627.8 -3.01514e-05 -1.78066e-05
2212 4000 179.072 -607.58 35628.7 -3.01514e-05 -1.78066e-05
2212 4000 161.252 -618.104 35629.2 -3.01514e-05 -1.78066e-05
2212 4000 151.604 -623.802 35629.6 -3.01514e-05 -1.78066e-05
2212 4000 142.528 -629.162 35629.9 -3.01514e-05 -1.78066e-05
2212 4000 53.697 -657.782 35633 -2.75533e-05 -5.30565e-07
2212 4000 49.2747 -657.867 35633.1 -2.75533e-05 -5.30565e-07
2212 4000 36.7625 -658.108 35633.6 -2.75673e-05 -5.28677e-07
2212 4000 18.9264 -658.45 35634.2 -2.75673e-05 -5.28677e-07
2212 4000 -11.4873 -659.033 35635.3 -2.75673e-05 -5.28677e-07
2212 4000 -405.659 -666.593 35649.6 -2.75614e-05 -5.28675e-07
2212 4000 -411.688 -666.709 35649.9 -2.75614e-05 -5.28675e-07
2212 4000 -414.719 -666.767 35650 -2.75614e-05 -5.28675e-07
2212 4000 -433.916 -667.135 35650.7 -2.75614e-05 -5.28675e-07
2212 4000 -443.128 -667.312 35651 -2.75614e-05 -5.28675e-07
2212 4000 -837.211 -674.872 35665.3 -2.75547e-05 -5.28673e-07
2212 4000 -843.238 -674.987 35665.5 -2.75547e-05 -5.28673e-07
2212 4000 -846.269 -675.046 35665.6 -2.75547e-05 -5.28673e-07
2212 4000 -874.671 -675.59 35666.7 -2.75547e-05 -5.28673e-07
2212 4000 -1268.65 -683.15 35681 -2.75472e-05 -5.28671e-07
2212 4000 -1274.68 -683.266 35681.2 -2.75472e-05 -5.28671e-07
2212 4000 -1277.71 -683.324 35681.3 -2.75472e-05 -5.28671e-07
2212 4000 -1300.41 -683.76 35682.1 -2.75472e-05 -5.28671e-07
2212 4000 -1316.77 -684.074 35682.7 -2.75472e-05 -5.28671e-07
2212 4000 -1325.59 -684.243 35683 -2.75472e-05 -5.28671e-07
2212 4000 -1333.8 -684.401 35683.3 -2.75472e-05 -5.28671e-07
2212 4000 -1360.76 -715.841 35686.4 1.02732e-05 -1.99013e-05
2212 4000 -1359.12 -719.035 35686.6 1.02732e-05 -1.99013e-05
2212 4000 -1354.46 -728.06 35687 1.02473e-05 -1.98628e-05
2212 4000 -1347.83 -740.911 35687.7 1.02473e-05 -1.98628e-05
2212 4000 -1339.95 -756.186 35688.4 1.02473e-05 -1.98628e-05
2212 4000 -1336.52 -762.825 35688.8 1.02473e-05 -1.98628e-05
2212 4000 -1189.93 -1046.86 35703.1 1.02551e-05 -1.98627e-05
2212 4000 -1187.69 -1051.21 35703.3 1.02551e-05 -1.98627e-05
2212 4000 -1186.56 -1053.39 35703.4 1.02551e-05 -1.98627e-05
2212 4000 -1175.99 -1073.87 35704.4 1.02551e-05 -1.98627e-05
2212 4000 -1029.29 -1357.9 35718.7 1.02627e-05 -1.98626e-05
2212 4000 -1027.04 -1362.25 35719 1.02627e-05 -1.98626e-05
2212 4000 -1025.91 -1364.43 35719.1 1.02627e-05 -1.98626e-05
2212 4000 -1018.77 -1378.27 35719.8 1.02627e-05 -1.98626e-05
2212 4000 -1015.34 -1384.91 35720.1 1.02627e-05 -1.98626e-05
2212 4000 -868.53 -1668.94 35734.4 1.02699e-05 -1.98626e-05
2212 4000 -866.283 -1673.29 35734.6 1.02699e-05 -1.98626e-05
2212 4000 -865.153 -1675.47 35734.7 1.02699e-05 -1.98626e-05
2212 4000 -856.691 -1691.84 35735.6 1.02699e-05 -1.98626e-05
2212 4000 -850.591 -1703.64 35736.1 1.02699e-05 -1.98626e-05
2212 4000 -847.304 -1709.99 35736.5 1.02699e-05 -1.98626e-05
2212 4000 -844.244 -1715.91 35736.8 1.02699e-05 -1.98626e-05
2212 4000 -847.098 -1706.21 35739.9 -1.21242e-05 2.60763e-05
2212 4000 -849.044 -1702.03 35740 -1.21242e-05 2.60763e-05
2212 4000 -854.566 -1690.21 35740.5 -1.21942e-05 2.59825e-05
2212 4000 -862.456 -1673.4 35741.1 -1.21942e-05 2.59825e-05
2212 4000 -875.909 -1644.74 35742.2 -1.21942e-05 2.59825e-05
2212 4000 -1050.24 -1273.19 35756.5 -1.21869e-05 2.59824e-05
2212 4000 -1052.9 -1267.51 35756.7 -1.21869e-05 2.59824e-05
2212 4000 -1054.24 -1264.65 35756.9 -1.21869e-05 2.59824e-05
2212 4000 -1062.73 -1246.55 35757.6 -1.21869e-05 2.59824e-05
2212 4000 -1066.8 -1237.87 35757.9 -1.21869e-05 2.59824e-05
2212 4000 -1241.02 -866.319 35772.2 -1.21793e-05 2.59823e-05
2212 4000 -1243.69 -860.635 35772.4 -1.21793e-05 2.59823e-05
2212 4000 -1245.03 -857.777 35772.5 -1.21793e-05 2.59823e-05
2212 4000 -1257.58 -830.996 35773.5 -1.21793e-05 2.59823e-05
2212 4000 -1431.69 -459.45 35787.8 -1.21713e-05 2.59822e-05
2212 4000 -1434.35 -453.766 35788.1 -1.21713e-05 2.59822e-05
2212 4000 -1435.69 -450.908 35788.2 -1.21713e-05 2.59822e-05
2212 4000 -1445.72 -429.499 35789 -1.21713e-05 2.59822e-05
2212 4000 -1452.95 -414.066 35789.6 -1.21713e-05 2.59822e-05
2212 4000 -1456.85 -405.751 35789.9 -1.21713e-05 2.59822e-05
2212 4000 -1460.47 -398.009 35790.2 -1.21713e-05 2.59822e-05
2212 4000 -1435.03 -333.616 35793.3 2.84695e-05 1.586e-05
2212 4000 -1430.46 -331.071 35793.5 2.84695e-05 1.586e-05
2212 4000 -1417.54 -323.865 35793.9 2.84318e-05 1.58784e-05
2212 4000 -1399.15 -313.592 35794.6 2.84318e-05 1.58784e-05
2212 4000 -1377.28 -301.381 35795.3 2.84318e-05 1.58784e-05
2212 4000 -1367.78 -296.074 35795.7 2.84318e-05 1.58784e-05
2212 4000 -961.15 -69.0137 35810 2.84394e-05 1.58783e-05
2212 4000 -954.929 -65.5403 35810.2 2.84394e-05 1.58783e-05
2212 4000 -951.801 -63.7937 35810.3 2.84394e-05 1.58783e-05
2212 4000 -922.487 -47.4271 35811.3 2.84394e-05 1.58783e-05
2212 4000 -515.754 179.633 35825.6 2.84462e-05 1.58783e-05
2212 4000 -509.531 183.106 35825.9 2.84462e-05 1.58783e-05
2212 4000 -506.402 184.853 35826 2.84462e-05 1.58783e-05
2212 4000 -486.589 195.912 35826.7 2.84462e-05 1.58783e-05
2212 4000 -477.081 201.219 35827 2.84462e-05 1.58783e-05
2212 4000 -70.2553 428.278 35841.3 2.84523e-05 1.58782e-05
2212 4000 -64.0313 431.751 35841.5 2.84523e-05 1.58782e-05
2212 4000 -60.9015 433.498 35841.6 2.84523e-05 1.58782e-05
2212 4000 -37.4569 446.582 35842.5 2.84523e-05 1.58782e-05
2212 4000 -20.5562 456.013 35843 2.84523e-05 1.58782e-05
2212 4000 -11.4515 461.094 35843.4 2.84523e-05 1.58782e-05
2212 4000 -2.97271 465.826 35843.7 2.84523e-05 1.58782e-05
2212 4000 86.3261 495.254 35846.8 2.95559e-05 2.97659e-06
2212 4000 91.0698 495.732 35846.9 2.95559e-05 2.97659e-06
2212 4000 104.487 497.082 35847.4 2.95482e-05 2.97348e-06
2212 4000 123.605 499.006 35848 2.95482e-05 2.97348e-06
2212 4000 156.204 502.286 35849.1 2.95482e-05 2.97348e-06
2212 4000 578.778 544.807 35863.4 2.95531e-05 2.97347e-06
2212 4000 585.243 545.458 35863.6 2.95531e-05 2.97347e-06
2212 4000 588.494 545.785 35863.8 2.95531e-05 2.97347e-06
2212 4000 609.078 547.856 35864.5 2.95531e-05 2.97347e-06
2212 4000 618.956 548.85 35864.8 2.95531e-05 2.97347e-06
2212 4000 1041.59 591.37 35879.1 2.95571e-05 2.97346e-06
2212 4000 1048.06 592.021 35879.3 2.95571e-05 2.97346e-06
2212 4000 1051.31 592.348 35879.4 2.95571e-05 2.97346e-06
2212 4000 1081.77 595.413 35880.4 2.95571e-05 2.97346e-06
2212 4000 1504.46 637.933 35894.7 2.95602e-05 2.97345e-06
2212 4000 1510.93 638.584 35895 2.95602e-05 2.97345e-06
2212 4000 1514.18 638.911 35895.1 2.95602e-05 2.97345e-06
2212 4000 1538.54 641.361 35895.9 2.95602e-05 2.97345e-06
2212 4000 1556.09 643.127 35896.5 2.95602e-05 2.97345e-06
2212 4000 1565.55 644.078 35896.8 2.95602e-05 2.97345e-06
2212 4000 1574.36 644.965 35897.1 2.95602e-05 2.97345e-06
2212 4000 1597.17 682.378 35900.2 -1.49549e-05 2.13375e-05
2212 4000 1594.77 685.802 35900.4 -1.49549e-05 2.13375e-05
2212 4000 1587.97 695.501 35900.8 -1.49953e-05 2.13806e-05
2212 4000 1578.26 709.334 35901.5 -1.49953e-05 2.13806e-05
2212 4000 1566.73 725.776 35902.2 -1.49953e-05 2.13806e-05
2212 4000 1561.72 732.922 35902.6 -1.49953e-05 2.13806e-05
2212 4000 1347.3 1038.66 35916.9 -1.49924e-05 2.13805e-05
2212 4000 1344.02 1043.34 35917.1 -1.49924e-05 2.13805e-05
2212 4000 1342.37 1045.69 35917.2 -1.49924e-05 2.13805e-05
2212 4000 1326.92 1067.73 35918.2 -1.49924e-05 2.13805e-05
2212 4000 1112.55 1373.47 35932.5 -1.49891e-05 2.13804e-05
2212 4000 1109.27 1378.15 35932.8 -1.49891e-05 2.13804e-05
2212 4000 1107.62 1380.5 35932.9 -1.49891e-05 2.13804e-05
2212 4000 1097.18 1395.39 35933.6 -1.49891e-05 2.13804e-05
2212 4000 1092.17 1402.54 35933.9 -1.49891e-05 2.13804e-05
2212 4000 877.848 1708.28 35948.2 -1.49854e-05 2.13804e-05
2212 4000 874.57 1712.96 35948.4 -1.49854e-05 2.13804e-05
2212 4000 872.921 1715.31 35948.5 -1.49854e-05 2.13804e-05
2212 4000 860.573 1732.93 35949.3 -1.49854e-05 2.13804e-05
2212 4000 851.672 1745.63 35949.9 -1.49854e-05 2.13804e-05
2212 4000 846.877 1752.47 35950.3 -1.49854e-05 2.13804e-05
2212 4000 842.411 1758.84 35950.6 -1.49854e-05 2.13804e-05
2212 4000 830.37 1752.02 35953.7 7.16293e-06 -2.57497e-05
2212 4000 831.519 1747.89 35953.8 7.16293e-06 -2.57497e-05
2212 4000 834.751 1736.17 35954.3 7.0868e-06 -2.58439e-05
2212 4000 839.337 1719.45 35954.9 7.0868e-06 -2.58439e-05
2212 4000 847.155 1690.94 35956 7.0868e-06 -2.58439e-05
2212 4000 948.521 1321.37 35970.3 7.09069e-06 -2.58438e-05
2212 4000 950.073 1315.72 35970.5 7.09069e-06 -2.58438e-05
2212 4000 950.853 1312.87 35970.7 7.09069e-06 -2.58438e-05
2212 4000 955.791 1294.87 35971.4 7.09069e-06 -2.58438e-05
2212 4000 958.161 1286.23 35971.7 7.09069e-06 -2.58438e-05
2212 4000 1059.58 916.668 35986 7.09438e-06 -2.58438e-05
2212 4000 1061.13 911.014 35986.2 7.09438e-06 -2.58438e-05
2212 4000 1061.91 908.171 35986.3 7.09438e-06 -2.58438e-05
2212 4000 1069.23 881.533 35987.3 7.09438e-06 -2.58438e-05
2212 4000 1170.7 511.967 36001.6 7.09787e-06 -2.58437e-05
2212 4000 1172.25 506.314 36001.9 7.09787e-06 -2.58437e-05
2212 4000 1173.03 503.471 36002 7.09787e-06 -2.58437e-05
2212 4000 1178.88 482.176 36002.8 7.09787e-06 -2.58437e-05
2212 4000 1183.1 466.825 36003.4 7.09787e-06 -2.58437e-05
2212 4000 1185.37 458.555 36003.7 7.09787e-06 -2.58437e-05
2212 4000 1187.48 450.853 36004 7.09787e-06 -2.58437e-05
2212 4000 1158.24 389.196 36007.1 -2.58264e-05 -1.42214e-05
2212 4000 1154.1 386.913 36007.3 -2.58264e-05 -1.42214e-05
2212 4000 1142.37 380.462 36007.7 -2.58494e-05 -1.42041e-05
2212 4000 1125.64 371.271 36008.4 -2.58494e-05 -1.42041e-05
2212 4000 1105.76 360.349 36009.1 -2.58494e-05 -1.42041e-05
2212 4000 1097.12 355.601 36009.5 -2.58494e-05 -1.42041e-05
2212 4000 727.5 152.483 36023.8 -2.58455e-05 -1.4204e-05
2212 4000 721.847 149.375 36024 -2.58455e-05 -1.4204e-05
2212 4000 719.004 147.813 36024.1 -2.58455e-05 -1.4204e-05
2212 4000 692.363 133.172 36025.1 -2.58455e-05 -1.4204e-05
2212 4000 322.802 -69.9453 36039.4 -2.58409e-05 -1.4204e-05
2212 4000 317.15 -73.0525 36039.7 -2.58409e-05 -1.4204e-05
2212 4000 314.307 -74.6149 36039.8 -2.58409e-05 -1.4204e-05
2212 4000 296.309 -84.508 36040.5 -2.58409e-05 -1.4204e-05
2212 4000 287.671 -89.2557 36040.8 -2.58409e-05 -1.4204e-05
2212 4000 -81.8166 -292.372 36055.1 -2.58356e-05 -1.42039e-05
2212 4000 -87.4682 -295.48 36055.3 -2.58356e-05 -1.42039e-05
2212 4000 -90.3101 -297.042 36055.4 -2.58356e-05 -1.42039e-05
2212 4000 -111.599 -308.746 36056.2 -2.58356e-05 -1.42039e-05
2212 4000 -126.945 -317.183 36056.8 -2.58356e-05 -1.42039e-05
2212 4000 -135.212 -321.728 36057.2 -2.58356e-05 -1.42039e-05
2212 4000 -142.911 -325.961 36057.5 -2.58356e-05 -1.42039e-05
2212 4000 -230.056 -356.011 36060.6 -3.07738e-05 -5.04908e-06
2212 4000 -234.995 -356.821 36060.7 -3.07738e-05 -5.04908e-06
2212 4000 -248.966 -359.115 36061.2 -3.07761e-05 -5.05467e-06
2212 4000 -268.879 -362.385 36061.8 -3.07761e-05 -5.05467e-06
2212 4000 -302.832 -367.962 36062.9 -3.07761e-05 -5.05467e-06
2212 4000 -742.886 -440.244 36077.2 -3.07696e-05 -5.05466e-06
2212 4000 -749.617 -441.349 36077.4 -3.07696e-05 -5.05466e-06
2212 4000 -753.002 -441.905 36077.6 -3.07696e-05 -5.05466e-06
2212 4000 -774.433 -445.426 36078.2 -3.07696e-05 -5.05466e-06
2212 4000 -784.718 -447.115 36078.6 -3.07696e-05 -5.05466e-06
2212 4000 -1224.67 -519.397 36092.9 -3.07623e-05 -5.05464e-06
2212 4000 -1231.4 -520.503 36093.1 -3.07623e-05 -5.05464e-06
2212 4000 -1234.79 -521.059 36093.2 -3.07623e-05 -5.05464e-06
2212 4000 -1266.5 -526.269 36094.2 -3.07623e-05 -5.05464e-06
2212 4000 -1706.34 -598.55 36108.5 -3.07541e-05 -5.05462e-06
2212 4000 -1713.07 -599.656 36108.8 -3.07541e-05 -5.05462e-06
2212 4000 -1716.45 -600.212 36108.9 -3.07541e-05 -5.05462e-06
2212 4000 -1727.25 -601.986 36109.2 -3.07541e-05 -5.05462e-06
2212 4000 -1741.79 -604.377 36109.7 -3.07541e-05 -5.05462e-06
2212 4000 -1760.06 -607.379 36110.3 -3.07541e-05 -5.05462e-06
2212 4000 -1770.03 -608.953 36110.6 -3.15414e-05 -4.78331e-06
2212 4000 -1779.43 -610.379 36110.9 -3.15414e-05 -4.78331e-06
2212 4000 -1799.49 -651.978 36114 1.86917e-05 -2.22483e-05
2212 4000 -1796.49 -655.549 36114.2 1.86917e-05 -2.22483e-05
2212 4000 -1788.02 -665.638 36114.6 1.86371e-05 -2.22018e-05
2212 4000 -1775.96 -680.002 36115.3 1.86371e-05 -2.22018e-05
2212 4000 -1761.63 -697.075 36116 1.86371e-05 -2.22018e-05
2212 4000 -1755.4 -704.496 36116.4 1.86371e-05 -2.22018e-05
2212 4000 -1488.83 -1021.98 36130.7 1.86456e-05 -2.22018e-05
2212 4000 -1484.75 -1026.84 36130.9 1.86456e-05 -2.22018e-05
2212 4000 -1482.7 -1029.28 36131 1.86456e-05 -2.22018e-05
2212 4000 -1463.48 -1052.17 36132 1.86456e-05 -2.22018e-05
2212 4000 -1196.79 -1369.65 36146.3 1.86535e-05 -2.22017e-05
2212 4000 -1192.71 -1374.51 36146.5 1.86535e-05 -2.22017e-05
2212 4000 -1190.66 -1376.95 36146.7 1.86535e-05 -2.22017e-05
2212 4000 -1177.67 -1392.41 36147.4 1.86535e-05 -2.22017e-05
2212 4000 -1171.43 -1399.83 36147.7 1.86535e-05 -2.22017e-05
2212 4000 -904.633 -1717.32 36162 1.86609e-05 -2.22016e-05
2212 4000 -900.551 -1722.17 36162.2 1.86609e-05 -2.22016e-05
2212 4000 -898.498 -1724.62 36162.3 1.86609e-05 -2.22016e-05
2212 4000 -883.122 -1742.91 36163.1 1.86609e-05 -2.22016e-05
2212 4000 -872.037 -1756.1 36163.7 1.86609e-05 -2.22016e-05
2212 4000 -866.085 -1763.16 36164.1 1.85382e-05 -2.19532e-05
2212 4000 -860.56 -1769.7 36164.4 1.85382e-05 -2.19532e-05
2212 4000 -838.107 -1764.19 36167.5 -3.95281e-06 2.54861e-05
2212 4000 -838.741 -1760.1 36167.6 -3.95281e-06 2.54861e-05
2212 4000 -840.556 -1748.56 36168.1 -4.02998e-06 2.53904e-05
2212 4000 -843.163 -1732.13 36168.7 -4.02998e-06 2.53904e-05
2212 4000 -847.609 -1704.12 36169.8 -4.02998e-06 2.53904e-05
2212 4000 -905.188 -1341.03 36184.1 -4.02286e-06 2.53903e-05
2212 4000 -906.068 -1335.48 36184.3 -4.02286e-06 2.53903e-05
2212 4000 -906.511 -1332.69 36184.4 -4.02286e-06 2.53903e-05
2212 4000 -909.313 -1315 36185.1 -4.02286e-06 2.53903e-05
2212 4000 -910.658 -1306.51 36185.5 -4.02286e-06 2.53903e-05
2212 4000 -968.134 -943.433 36199.8 -4.01562e-06 2.53902e-05
2212 4000 -969.012 -937.879 36200 -4.01562e-06 2.53902e-05
2212 4000 -969.454 -935.086 36200.1 -4.01562e-06 2.53902e-05
2212 4000 -973.593 -908.915 36201.1 -4.01562e-06 2.53902e-05
2212 4000 -1030.97 -545.835 36215.4 -4.00827e-06 2.53901e-05
2212 4000 -1031.84 -540.281 36215.7 -4.00827e-06 2.53901e-05
2212 4000 -1032.28 -537.488 36215.8 -4.00827e-06 2.53901e-05
2212 4000 -1033.69 -528.576 36216.1 -4.00827e-06 2.53901e-05
2212 4000 -1035.59 -516.566 36216.6 -4.00827e-06 2.53901e-05
2212 4000 -1039.58 -491.252 36217.6 -4.00827e-06 2.53901e-05
2212 4000 -1007.24 -432.779 36220.7 2.47207e-05 1.2606e-05
2212 4000 -1003.07 -430.648 36220.9 2.47207e-05 1.2606e-05
2212 4000 -970.599 -414.402 36222.2 2.52268e-05 1.23893e-05
2212 4000 -966.121 -412.203 36222.3 2.52268e-05 1.23893e-05
2212 4000 -954.671 -406.574 36222.8 2.5212e-05 1.24048e-05
2212 4000 -938.359 -398.548 36223.4 2.5212e-05 1.24048e-05
2212 4000 -927.581 -393.245 36223.9 2.5212e-05 1.24048e-05
2212 4000 -605.505 -234.778 36236.6 2.5212e-05 1.24048e-05
2212 4000 -596.794 -230.492 36237 2.5212e-05 1.24048e-05
2212 4000 -588.367 -226.346 36237.3 2.5212e-05 1.24048e-05
2212 4000 -227.79 -48.9573 36251.6 2.52183e-05 1.24047e-05
2212 4000 -222.273 -46.2438 36251.8 2.52183e-05 1.24047e-05
2212 4000 -219.499 -44.8792 36251.9 2.52183e-05 1.24047e-05
2212 4000 -193.505 -32.093 36253 2.52183e-05 1.24047e-05
2212 4000 167.157 145.295 36267.3 2.52238e-05 1.24047e-05
2212 4000 172.675 148.008 36267.5 2.52238e-05 1.24047e-05
2212 4000 175.45 149.373 36267.6 2.52238e-05 1.24047e-05
2212 4000 196.234 159.594 36268.4 2.52238e-05 1.24047e-05
2212 4000 215.026 168.836 36269.2 2.52238e-05 1.24047e-05
2212 4000 356.845 213.436 36274 3.4655e-05 5.92946e-06
2212 4000 363.429 214.562 36274.2 3.4655e-05 5.92946e-06
2212 4000 394.757 219.922 36275.1 3.4655e-05 5.92946e-06
2212 4000 428.667 225.724 36276 3.4655e-05 5.92946e-06
2212 4000 440.251 227.706 36276.4 3.4655e-05 5.92946e-06
2212 4000 935.848 312.498 36290.7 3.46593e-05 5.92944e-06
2212 4000 943.43 313.795 36290.9 3.46593e-05 5.92944e-06
2212 4000 947.242 314.447 36291 3.46593e-05 5.92944e-06
2212 4000 982.967 320.559 36292 3.46593e-05 5.92944e-06
2212 4000 1478.62 405.35 36306.3 3.46626e-05 5.92942e-06
2212 4000 1486.2 406.647 36306.6 3.46626e-05 5.92942e-06
2212 4000 1490.01 407.299 36306.7 3.46626e-05 5.92942e-06
2212 4000 1518.61 412.191 36307.5 3.46626e-05 5.92942e-06
2212 4000 1545.51 416.792 36308.3 3.46626e-05 5.92942e-06
2212 4000 1598.49 439.168 36310.7 9.34969e-06 1.27768e-05
2212 4000 1601.91 443.844 36311 9.34969e-06 1.27768e-05
2212 4000 1571.77 505.115 36314.4 -2.69668e-05 2.34967e-05
2212 4000 1566.62 509.603 36314.6 -2.69668e-05 2.34967e-05
2212 4000 1542.35 530.75 36315.5 -2.69668e-05 2.34967e-05
2212 4000 1515.83 553.859 36316.5 -2.69668e-05 2.34967e-05
2212 4000 1506.81 561.712 36316.8 -2.69668e-05 2.34967e-05
2212 4000 1121.2 897.716 36331.1 -2.69637e-05 2.34966e-05
2212 4000 1115.31 902.856 36331.4 -2.69637e-05 2.34966e-05
2212 4000 1112.34 905.44 36331.5 -2.69637e-05 2.34966e-05
2212 4000 1084.55 929.659 36332.5 -2.69637e-05 2.34966e-05
2212 4000 698.99 1265.66 36346.8 -2.69598e-05 2.34966e-05
2212 4000 693.093 1270.8 36347 -2.69598e-05 2.34966e-05
2212 4000 690.127 1273.39 36347.1 -2.69598e-05 2.34966e-05
2212 4000 667.912 1292.75 36348 -2.69598e-05 2.34966e-05
2212 4000 647.827 1310.25 36348.7 -2.69598e-05 2.34966e-05
2212 4000 565.052 1321.72 36353.5 -7.96663e-06 -1.87783e-05
2212 4000 563.538 1318.15 36353.7 -7.96663e-06 -1.87783e-05
2212 4000 556.336 1301.18 36354.6 -7.96663e-06 -1.87783e-05
2212 4000 548.541 1282.8 36355.6 -7.96663e-06 -1.87783e-05
2212 4000 545.878 1276.53 36355.9 -7.96663e-06 -1.87783e-05
2212 4000 431.987 1008 36370.2 -7.96199e-06 -1.87782e-05
2212 4000 430.245 1003.89 36370.4 -7.96199e-06 -1.87782e-05
2212 4000 429.369 1001.82 36370.5 -7.96199e-06 -1.87782e-05
2212 4000 421.162 982.469 36371.6 -7.96199e-06 -1.87782e-05
2212 4000 307.34 713.941 36385.9 -7.95713e-06 -1.87781e-05
2212 4000 305.599 709.833 36386.1 -7.95713e-06 -1.87781e-05
2212 4000 304.724 707.767 36386.2 -7.95713e-06 -1.87781e-05
2212 4000 301.931 701.176 36386.5 -7.95713e-06 -1.87781e-05
2212 4000 298.167 692.294 36387 -7.95713e-06 -1.87781e-05
2212 4000 291.205 675.863 36387.9 -7.95713e-06 -1.87781e-05
2212 4000 252.427 639.601 36391.3 -1.46944e-05 -2.7012e-06
2212 4000 249.62 639.085 36391.5 -1.46944e-05 -2.7012e-06
2212 4000 236.395 636.654 36392.4 -1.46944e-05 -2.7012e-06
2212 4000 227.123 634.95 36393 -1.46944e-05 -2.7012e-06
2212 4000 195.162 629.074 36395.2 -1.46944e-05 -2.7012e-06
2212 4000 -1104.29 390.202 36483.6 -1.46944e-05 -2.7012e-06
2212 4000 -1119.25 387.452 36484.6 -1.46944e-05 -2.7012e-06
2212 4000 -1208.58 365.099 36488 -3.81501e-05 -1.03717e-05
2212 4000 -1216.11 363.051 36488.2 -3.81501e-05 -1.03717e-05
2212 4000 -1250.41 353.727 36489.1 -3.81501e-05 -1.03717e-05
2212 4000 -1343.32 328.467 36491.6 -3.81501e-05 -1.03717e-05
2212 4000 -1826.61 197.078 36504.2 -3.81501e-05 -1.03717e-05
2212 4000 -1887 180.66 36505.8 -3.81501e-05 -1.03717e-05
2212 4000 -1935.34 167.519 36507.1 -3.81501e-05 -1.03717e-05
2212 4000 -2125.39 115.851 36512.1 -3.81501e-05 -1.03717e-05
2212 4000 -2378.56 47.0212 36518.7 -3.81501e-05 -1.03717e-05
2212 4000 -2451.58 27.1699 36520.6 -3.81501e-05 -1.03717e-05
2212 4000 -2490.42 16.6115 36521.6 -3.81501e-05 -1.03717e-05
2212 4000 -2550.91 -18.5177 36525 2.72979e-06 -1.0387e-05
2212 4000 -2550.37 -20.5639 36525.2 2.72979e-06 -1.0387e-05
2212 4000 -2547.92 -29.9122 36526.1 2.72979e-06 -1.0387e-05
2212 4000 -2544.06 -44.5994 36527.6 2.72979e-06 -1.0387e-05
2212 4000 -2518.26 -142.756 36537 2.73061e-06 -1.0387e-05
2212 4000 -2347.73 -791.433 36599.5 2.73061e-06 -1.0387e-05
2212 4000 -2321.92 -889.59 36608.9 2.73106e-06 -1.0387e-05
2212 4000 -2309.16 -938.139 36613.6 2.73106e-06 -1.0387e-05
2212 4000 -2306.15 -949.564 36614.7 2.73106e-06 -1.0387e-05
2212 4000 -2303.69 -958.913 36615.6 2.73106e-06 -1.0387e-05
2212 4000 -2300.69 -970.338 36616.7 2.73106e-06 -1.0387e-05
2212 4000 -2294.24 -994.872 36619 2.73106e-06 -1.0387e-05
2212 4000 -2291.23 -1006.3 36620.1 2.73106e-06 -1.0387e-05
2212 4000 -2288.78 -1015.65 36621 2.73106e-06 -1.0387e-05
2212 4000 -2285.77 -1027.07 36622.1 2.73106e-06 -1.0387e-05
2212 4000 -2283.18 -1036.94 36623.1 2.73106e-06 -1.0387e-05
2212 4000 -2277.97 -1056.73 36625 2.73106e-06 -1.0387e-05
2212 4000 -2273.61 -1073.35 36626.6 2.73106e-06 -1.0387e-05
2212 4000 -2266.5 -1100.35 36629.2 2.73106e-06 -1.0387e-05
2212 4000 -2262.13 -1116.97 36630.8 2.73106e-06 -1.0387e-05
2212 4000 -2258.91 -1129.23 36632 2.73106e-06 -1.0387e-05
2212 4000 -2234.52 -1222 36640.9 2.73106e-06 -1.0387e-05
2212 4000 -2231.53 -1233.37 36642 2.73106e-06 -1.0387e-05
2212 4000 -2230.43 -1237.54 36642.4 2.73106e-06 -1.0387e-05
2212 4000 -2227.44 -1248.91 36643.5 2.73106e-06 -1.0387e-05
2212 4000 -2226.35 -1253.08 36643.9 2.73106e-06 -1.0387e-05
