### BDSIM output created Fri Jun 28 09:34:48 2013
 ####
# PT E[GeV] X[mum] Y[mum] Z[m] Xp[rad] Yp[rad]  
2212 4000 -1579.58 744.915 17795 1.84782e-05 1.86982e-05
2212 4000 -1571.2 753.392 17795.4 1.84404e-05 1.86519e-05
2212 4000 -1559.27 765.459 17796.1 1.84404e-05 1.86519e-05
2212 4000 -1538.92 786.046 17797.2 1.84404e-05 1.86519e-05
2212 4000 -1275.16 1052.77 17811.5 1.84485e-05 1.86519e-05
2212 4000 -1271.12 1056.86 17811.7 1.84485e-05 1.86519e-05
2212 4000 -1269.09 1058.91 17811.8 1.84485e-05 1.86519e-05
2212 4000 -1256.24 1071.9 17812.5 1.84485e-05 1.86519e-05
2212 4000 -1250.06 1078.14 17812.8 1.84485e-05 1.86519e-05
2212 4000 -986.197 1344.87 17827.1 1.84561e-05 1.86518e-05
2212 4000 -982.151 1348.96 17827.4 1.84561e-05 1.86518e-05
2212 4000 -980.121 1351.01 17827.5 1.84561e-05 1.86518e-05
2212 4000 -961.088 1370.24 17828.5 1.84561e-05 1.86518e-05
2212 4000 -697.116 1636.96 17842.8 1.84631e-05 1.86517e-05
2212 4000 -693.068 1641.05 17843 1.84631e-05 1.86517e-05
2212 4000 -691.037 1643.1 17843.1 1.84631e-05 1.86517e-05
2212 4000 -675.823 1658.47 17843.9 1.84631e-05 1.86517e-05
2212 4000 -664.912 1669.5 17844.5 1.84631e-05 1.86517e-05
2212 4000 -659.003 1675.46 17844.9 1.84631e-05 1.86517e-05
2212 4000 -653.446 1681.08 17845.2 1.84631e-05 1.86517e-05
2212 4000 -622.61 1669.11 17848.3 1.56759e-06 -2.63214e-05
2212 4000 -622.358 1664.88 17848.4 1.56759e-06 -2.63214e-05
2212 4000 -621.666 1652.95 17848.9 1.49068e-06 -2.62543e-05
2212 4000 -620.701 1635.97 17849.5 1.49068e-06 -2.62543e-05
2212 4000 -619.555 1615.78 17850.3 1.49068e-06 -2.62543e-05
2212 4000 -619.056 1606.99 17850.6 1.49068e-06 -2.62543e-05
2212 4000 -597.692 1231.55 17864.9 1.49731e-06 -2.62543e-05
2212 4000 -597.363 1225.79 17865.1 1.49731e-06 -2.62543e-05
2212 4000 -597.199 1222.91 17865.3 1.49731e-06 -2.62543e-05
2212 4000 -595.655 1195.83 17866.3 1.49731e-06 -2.62543e-05
2212 4000 -574.196 820.396 17880.6 1.5039e-06 -2.62542e-05
2212 4000 -573.866 814.64 17880.8 1.5039e-06 -2.62542e-05
2212 4000 -573.701 811.752 17880.9 1.5039e-06 -2.62542e-05
2212 4000 -572.653 793.466 17881.6 1.5039e-06 -2.62542e-05
2212 4000 -572.15 784.677 17881.9 1.5039e-06 -2.62542e-05
2212 4000 -550.597 409.243 17896.2 1.51045e-06 -2.62541e-05
2212 4000 -550.266 403.487 17896.5 1.51045e-06 -2.62541e-05
2212 4000 -550.099 400.599 17896.6 1.51045e-06 -2.62541e-05
2212 4000 -548.855 378.965 17897.4 1.51045e-06 -2.62541e-05
2212 4000 -547.962 363.449 17898 1.51045e-06 -2.62541e-05
2212 4000 -547.479 355.048 17898.3 1.51045e-06 -2.62541e-05
2212 4000 -547.024 347.146 17898.6 1.51045e-06 -2.62541e-05
2212 4000 -518.948 279.685 17901.7 1.64723e-05 -1.75817e-05
2212 4000 -516.304 276.863 17901.9 1.64723e-05 -1.75817e-05
2212 4000 -508.825 268.88 17902.3 1.64686e-05 -1.75873e-05
2212 4000 -498.17 257.501 17903 1.64686e-05 -1.75873e-05
2212 4000 -479.993 238.089 17904.1 1.64686e-05 -1.75873e-05
2212 4000 -244.447 -13.4089 17918.4 1.64748e-05 -1.75872e-05
2212 4000 -240.835 -17.2649 17918.6 1.64748e-05 -1.75872e-05
2212 4000 -239.022 -19.1994 17918.7 1.64748e-05 -1.75872e-05
2212 4000 -227.548 -31.4489 17919.4 1.64748e-05 -1.75872e-05
2212 4000 -222.033 -37.3362 17919.7 1.64748e-05 -1.75872e-05
2212 4000 13.5992 -288.833 17934 1.64805e-05 -1.75871e-05
2212 4000 17.2125 -292.689 17934.3 1.64805e-05 -1.75871e-05
2212 4000 19.0254 -294.623 17934.4 1.64805e-05 -1.75871e-05
2212 4000 36.0208 -312.76 17935.4 1.64805e-05 -1.75871e-05
2212 4000 271.731 -564.256 17949.7 1.64857e-05 -1.75871e-05
2212 4000 275.345 -568.112 17949.9 1.64857e-05 -1.75871e-05
2212 4000 277.159 -570.046 17950 1.64857e-05 -1.75871e-05
2212 4000 290.743 -584.538 17950.8 1.64857e-05 -1.75871e-05
2212 4000 300.535 -594.985 17951.4 1.64857e-05 -1.75871e-05
2212 4000 305.811 -600.613 17951.8 1.64857e-05 -1.75871e-05
2212 4000 310.724 -605.854 17952.1 1.64857e-05 -1.75871e-05
2212 4000 375.467 -634.759 17955.2 2.55712e-05 -9.32991e-07
2212 4000 379.571 -634.909 17955.3 2.55712e-05 -9.32991e-07
2212 4000 391.18 -635.328 17955.8 2.55629e-05 -9.17143e-07
2212 4000 407.719 -635.922 17956.4 2.55629e-05 -9.17143e-07
2212 4000 427.377 -636.627 17957.2 2.55629e-05 -9.17143e-07
2212 4000 435.934 -636.934 17957.5 2.55629e-05 -9.17143e-07
2212 4000 801.514 -650.049 17971.8 2.55673e-05 -9.1714e-07
2212 4000 807.12 -650.25 17972 2.55673e-05 -9.1714e-07
2212 4000 809.932 -650.351 17972.2 2.55673e-05 -9.1714e-07
2212 4000 836.298 -651.297 17973.2 2.55673e-05 -9.1714e-07
2212 4000 1201.93 -664.412 17987.5 2.55709e-05 -9.17137e-07
2212 4000 1207.54 -664.613 17987.7 2.55709e-05 -9.17137e-07
2212 4000 1210.35 -664.714 17987.8 2.55709e-05 -9.17137e-07
2212 4000 1228.16 -665.353 17988.5 2.55709e-05 -9.17137e-07
2212 4000 1236.72 -665.66 17988.8 2.55709e-05 -9.17137e-07
2212 4000 1602.41 -678.775 18003.1 2.55739e-05 -9.17133e-07
2212 4000 1608.01 -678.976 18003.4 2.55739e-05 -9.17133e-07
2212 4000 1610.83 -679.077 18003.5 2.55739e-05 -9.17133e-07
2212 4000 1631.9 -679.832 18004.3 2.55739e-05 -9.17133e-07
2212 4000 1647.01 -680.375 18004.9 2.55739e-05 -9.17133e-07
2212 4000 1655.2 -680.668 18005.2 2.55739e-05 -9.17133e-07
2212 4000 1662.89 -680.944 18005.5 2.55739e-05 -9.17133e-07
2212 4000 1669.72 -713.456 18008.6 -2.12022e-05 -2.02089e-05
2212 4000 1666.32 -716.699 18008.8 -2.12022e-05 -2.02089e-05
2212 4000 1656.68 -725.887 18009.2 -2.12463e-05 -2.02559e-05
2212 4000 1642.93 -738.992 18009.9 -2.12463e-05 -2.02559e-05
2212 4000 1619.48 -761.35 18011 -2.12463e-05 -2.02559e-05
2212 4000 1315.68 -1051.01 18025.3 -2.12434e-05 -2.02559e-05
2212 4000 1311.02 -1055.45 18025.5 -2.12434e-05 -2.02559e-05
2212 4000 1308.68 -1057.68 18025.6 -2.12434e-05 -2.02559e-05
2212 4000 1293.89 -1071.79 18026.3 -2.12434e-05 -2.02559e-05
2212 4000 1286.78 -1078.57 18026.6 -2.12434e-05 -2.02559e-05
2212 4000 983.015 -1368.23 18040.9 -2.124e-05 -2.02558e-05
2212 4000 978.358 -1372.67 18041.2 -2.124e-05 -2.02558e-05
2212 4000 976.022 -1374.9 18041.3 -2.124e-05 -2.02558e-05
2212 4000 954.118 -1395.78 18042.3 -2.124e-05 -2.02558e-05
2212 4000 650.412 -1685.44 18056.6 -2.12359e-05 -2.02557e-05
2212 4000 645.757 -1689.88 18056.8 -2.12359e-05 -2.02557e-05
2212 4000 643.421 -1692.11 18056.9 -2.12359e-05 -2.02557e-05
2212 4000 625.922 -1708.8 18057.8 -2.12359e-05 -2.02557e-05
2212 4000 613.372 -1720.77 18058.3 -2.12359e-05 -2.02557e-05
2212 4000 606.576 -1727.25 18058.7 -2.12359e-05 -2.02557e-05
2212 4000 600.184 -1733.35 18059 -2.12359e-05 -2.02557e-05
2212 4000 558.419 -1724.14 18062.1 -5.89552e-06 2.61579e-05
2212 4000 557.472 -1719.94 18062.2 -5.89552e-06 2.61579e-05
2212 4000 554.774 -1708.05 18062.7 -5.98098e-06 2.62199e-05
2212 4000 550.905 -1691.08 18063.3 -5.98098e-06 2.62199e-05
2212 4000 546.305 -1670.92 18064.1 -5.98098e-06 2.62199e-05
2212 4000 544.303 -1662.14 18064.4 -5.98098e-06 2.62199e-05
2212 4000 458.807 -1287.2 18078.7 -5.97637e-06 2.62198e-05
2212 4000 457.497 -1281.45 18078.9 -5.97637e-06 2.62198e-05
2212 4000 456.839 -1278.57 18079.1 -5.97637e-06 2.62198e-05
2212 4000 450.676 -1251.53 18080.1 -5.97637e-06 2.62198e-05
2212 4000 365.248 -876.586 18094.4 -5.97158e-06 2.62197e-05
2212 4000 363.938 -870.838 18094.6 -5.97158e-06 2.62197e-05
2212 4000 363.281 -867.954 18094.7 -5.97158e-06 2.62197e-05
2212 4000 359.122 -849.692 18095.4 -5.97158e-06 2.62197e-05
2212 4000 357.123 -840.915 18095.8 -5.97158e-06 2.62197e-05
2212 4000 271.765 -465.973 18110.1 -5.96663e-06 2.62196e-05
2212 4000 270.457 -460.225 18110.3 -5.96663e-06 2.62196e-05
2212 4000 269.8 -457.341 18110.4 -5.96663e-06 2.62196e-05
2212 4000 264.884 -435.736 18111.2 -5.96663e-06 2.62196e-05
2212 4000 261.358 -420.24 18111.8 -5.96663e-06 2.62196e-05
2212 4000 259.448 -411.85 18112.1 -5.96663e-06 2.62196e-05
2212 4000 257.652 -403.958 18112.4 -5.96663e-06 2.62196e-05
2212 4000 228.372 -339.077 18115.5 -1.27884e-05 1.59396e-05
2212 4000 226.319 -336.519 18115.7 -1.27884e-05 1.59396e-05
2212 4000 220.513 -329.282 18116.1 -1.27884e-05 1.59396e-05
2212 4000 212.239 -318.97 18116.8 -1.27884e-05 1.59396e-05
2212 4000 198.124 -301.376 18117.9 -1.27884e-05 1.59396e-05
2212 4000 15.2884 -73.4409 18132.2 -1.27831e-05 1.59395e-05
2212 4000 12.4858 -69.9462 18132.4 -1.27831e-05 1.59395e-05
2212 4000 11.0796 -68.1928 18132.5 -1.27831e-05 1.59395e-05
2212 4000 2.17623 -57.091 18133.2 -1.27831e-05 1.59395e-05
2212 4000 -2.10286 -51.7552 18133.5 -1.27831e-05 1.59395e-05
2212 4000 -184.859 176.179 18147.8 -1.27774e-05 1.59394e-05
2212 4000 -187.661 179.674 18148.1 -1.27774e-05 1.59394e-05
2212 4000 -189.066 181.427 18148.2 -1.27774e-05 1.59394e-05
2212 4000 -202.243 197.865 18149.2 -1.27774e-05 1.59394e-05
2212 4000 -384.915 425.799 18163.5 -1.27713e-05 1.59394e-05
2212 4000 -387.716 429.293 18163.7 -1.27713e-05 1.59394e-05
2212 4000 -389.12 431.047 18163.8 -1.27713e-05 1.59394e-05
2212 4000 -399.644 444.181 18164.7 -1.27713e-05 1.59394e-05
2212 4000 -407.192 453.601 18165.2 -1.27713e-05 1.59394e-05
2212 4000 -411.279 458.702 18165.6 -1.27713e-05 1.59394e-05
2212 4000 -415.123 463.499 18165.9 -1.27713e-05 1.59394e-05
2212 4000 -472.535 493.21 18169 -2.45243e-05 3.09645e-06
2212 4000 -476.471 493.707 18169.1 -2.45243e-05 3.09645e-06
2212 4000 -487.604 495.117 18169.6 -2.45247e-05 3.11189e-06
2212 4000 -503.472 497.13 18170.2 -2.45247e-05 3.11189e-06
2212 4000 -513.858 498.448 18170.7 -2.45247e-05 3.11189e-06
2212 4000 -522.331 499.523 18171 -2.45247e-05 3.11189e-06
2212 4000 -530.541 500.565 18171.3 -2.45247e-05 3.11189e-06
2212 4000 -881.196 545.065 18185.6 -2.45179e-05 3.11188e-06
2212 4000 -886.572 545.747 18185.9 -2.45179e-05 3.11188e-06
2212 4000 -889.269 546.089 18186 -2.45179e-05 3.11188e-06
2212 4000 -914.553 549.299 18187 -2.45179e-05 3.11188e-06
2212 4000 -1265.11 593.798 18201.3 -2.45104e-05 3.11187e-06
2212 4000 -1270.48 594.481 18201.5 -2.45104e-05 3.11187e-06
2212 4000 -1273.18 594.823 18201.6 -2.45104e-05 3.11187e-06
2212 4000 -1290.25 596.99 18202.3 -2.45104e-05 3.11187e-06
2212 4000 -1298.45 598.032 18202.7 -2.45104e-05 3.11187e-06
2212 4000 -1648.89 642.532 18217 -2.45022e-05 3.11185e-06
2212 4000 -1654.27 643.214 18217.2 -2.45022e-05 3.11185e-06
2212 4000 -1656.96 643.556 18217.3 -2.45022e-05 3.11185e-06
2212 4000 -1677.15 646.12 18218.1 -2.45022e-05 3.11185e-06
2212 4000 -1691.63 647.96 18218.7 -2.45022e-05 3.11185e-06
2212 4000 -1699.47 648.955 18219 -2.45022e-05 3.11185e-06
2212 4000 -1706.85 649.892 18219.3 -2.45022e-05 3.11185e-06
2212 4000 -1708.51 687.955 18222.4 2.34354e-05 2.16212e-05
2212 4000 -1704.75 691.425 18222.6 2.34354e-05 2.16212e-05
2212 4000 -1694.12 701.228 18223 2.33881e-05 2.15748e-05
2212 4000 -1678.99 715.187 18223.7 2.33881e-05 2.15748e-05
2212 4000 -1653.18 739 18224.8 2.33881e-05 2.15748e-05
2212 4000 -1318.67 1047.52 18239.1 2.33963e-05 2.15747e-05
2212 4000 -1313.54 1052.25 18239.3 2.33963e-05 2.15747e-05
2212 4000 -1310.97 1054.62 18239.4 2.33963e-05 2.15747e-05
2212 4000 -1294.67 1069.65 18240.1 2.33963e-05 2.15747e-05
2212 4000 -1286.84 1076.87 18240.4 2.33963e-05 2.15747e-05
2212 4000 -952.217 1385.39 18254.7 2.34039e-05 2.15746e-05
2212 4000 -947.086 1390.12 18255 2.34039e-05 2.15746e-05
2212 4000 -944.511 1392.49 18255.1 2.34039e-05 2.15746e-05
2212 4000 -920.376 1414.74 18256.1 2.34039e-05 2.15746e-05
2212 4000 -585.65 1723.26 18270.4 2.34108e-05 2.15746e-05
2212 4000 -580.518 1727.99 18270.6 2.34108e-05 2.15746e-05
2212 4000 -577.943 1730.36 18270.7 2.34108e-05 2.15746e-05
2212 4000 -558.652 1748.14 18271.6 2.34108e-05 2.15746e-05
2212 4000 -544.816 1760.89 18272.1 2.34108e-05 2.15746e-05
2212 4000 -537.325 1767.79 18272.5 2.34108e-05 2.15746e-05
2212 4000 -530.278 1774.29 18272.8 2.34108e-05 2.15746e-05
2212 4000 -478.767 1767.43 18275.9 1.00506e-05 -2.59697e-05
2212 4000 -477.153 1763.26 18276 1.00506e-05 -2.59697e-05
2212 4000 -472.614 1751.49 18276.5 9.95756e-06 -2.59154e-05
2212 4000 -466.172 1734.72 18277.1 9.95756e-06 -2.59154e-05
2212 4000 -461.955 1723.74 18277.6 9.95756e-06 -2.59154e-05
2212 4000 -458.514 1714.79 18277.9 9.95756e-06 -2.59154e-05
2212 4000 -455.181 1706.11 18278.2 9.95756e-06 -2.59154e-05
2212 4000 -312.742 1335.52 18292.5 9.96378e-06 -2.59153e-05
2212 4000 -310.558 1329.84 18292.8 9.96378e-06 -2.59153e-05
2212 4000 -309.462 1326.99 18292.9 9.96378e-06 -2.59153e-05
2212 4000 -299.187 1300.27 18293.9 9.96378e-06 -2.59153e-05
2212 4000 -156.661 929.677 18308.2 9.96972e-06 -2.59152e-05
2212 4000 -154.475 923.995 18308.4 9.96972e-06 -2.59152e-05
2212 4000 -153.378 921.144 18308.5 9.96972e-06 -2.59152e-05
2212 4000 -146.434 903.094 18309.2 9.96972e-06 -2.59152e-05
2212 4000 -143.097 894.419 18309.6 9.96972e-06 -2.59152e-05
2212 4000 -0.487976 523.831 18323.9 9.97538e-06 -2.59152e-05
2212 4000 1.6991 518.149 18324.1 9.97538e-06 -2.59152e-05
2212 4000 2.79639 515.299 18324.2 9.97538e-06 -2.59152e-05
2212 4000 11.0161 493.945 18325 9.97538e-06 -2.59152e-05
2212 4000 16.9116 478.629 18325.6 9.97538e-06 -2.59152e-05
2212 4000 20.1037 470.336 18325.9 9.97538e-06 -2.59152e-05
2212 4000 23.1063 462.535 18326.2 9.97538e-06 -2.59152e-05
2212 4000 52.5963 401.161 18329.3 8.91283e-06 -1.39657e-05
2212 4000 54.0268 398.92 18329.5 8.91283e-06 -1.39657e-05
2212 4000 58.0732 392.579 18329.9 8.91283e-06 -1.39657e-05
2212 4000 63.8398 383.544 18330.6 8.91283e-06 -1.39657e-05
2212 4000 73.6774 368.129 18331.7 8.91283e-06 -1.39657e-05
2212 4000 201.17 168.419 18346 8.91811e-06 -1.39657e-05
2212 4000 203.125 165.357 18346.2 8.91811e-06 -1.39657e-05
2212 4000 204.106 163.821 18346.3 8.91811e-06 -1.39657e-05
2212 4000 210.318 154.094 18347 8.91811e-06 -1.39657e-05
2212 4000 213.303 149.419 18347.3 8.91811e-06 -1.39657e-05
2212 4000 340.868 -50.2908 18361.6 8.92313e-06 -1.39656e-05
2212 4000 342.825 -53.3527 18361.9 8.92313e-06 -1.39656e-05
2212 4000 343.806 -54.8889 18362 8.92313e-06 -1.39656e-05
2212 4000 353.008 -69.291 18363 8.92313e-06 -1.39656e-05
2212 4000 480.643 -269 18377.3 8.9279e-06 -1.39656e-05
2212 4000 482.6 -272.062 18377.5 8.9279e-06 -1.39656e-05
2212 4000 483.583 -273.598 18377.6 8.9279e-06 -1.39656e-05
2212 4000 490.939 -285.105 18378.5 8.9279e-06 -1.39656e-05
2212 4000 496.215 -293.359 18379.1 8.9279e-06 -1.39656e-05
2212 4000 499.072 -297.828 18379.4 8.9279e-06 -1.39656e-05
2212 4000 501.76 -302.032 18379.7 8.9279e-06 -1.39656e-05
2212 4000 550.699 -332.335 18382.8 2.28629e-05 -5.44982e-06
2212 4000 554.369 -333.209 18382.9 2.28629e-05 -5.44982e-06
2212 4000 564.752 -335.68 18383.4 2.28694e-05 -5.43769e-06
2212 4000 579.548 -339.198 18384 2.28694e-05 -5.43769e-06
2212 4000 597.135 -343.38 18384.8 2.28694e-05 -5.43769e-06
2212 4000 604.79 -345.2 18385.1 2.28694e-05 -5.43769e-06
2212 4000 931.851 -422.959 18399.4 2.28735e-05 -5.43767e-06
2212 4000 936.866 -424.151 18399.7 2.28735e-05 -5.43767e-06
2212 4000 939.382 -424.75 18399.8 2.28735e-05 -5.43767e-06
2212 4000 962.971 -430.357 18400.8 2.28735e-05 -5.43767e-06
2212 4000 1290.08 -508.116 18415.1 2.2877e-05 -5.43766e-06
2212 4000 1295.1 -509.308 18415.3 2.2877e-05 -5.43766e-06
2212 4000 1297.62 -509.906 18415.4 2.2877e-05 -5.43766e-06
2212 4000 1313.55 -513.694 18416.1 2.2877e-05 -5.43766e-06
2212 4000 1321.21 -515.514 18416.5 2.2877e-05 -5.43766e-06
2212 4000 1648.37 -593.272 18430.8 2.28798e-05 -5.43764e-06
2212 4000 1653.38 -594.464 18431 2.28798e-05 -5.43764e-06
2212 4000 1655.9 -595.063 18431.1 2.28798e-05 -5.43764e-06
2212 4000 1674.75 -599.543 18431.9 2.28798e-05 -5.43764e-06
2212 4000 1688.27 -602.757 18432.5 2.28798e-05 -5.43764e-06
2212 4000 1695.6 -604.497 18432.8 2.28798e-05 -5.43764e-06
2212 4000 1702.48 -606.134 18433.1 2.28798e-05 -5.43764e-06
2212 4000 1699.38 -649.607 18436.2 -2.48682e-05 -2.2811e-05
2212 4000 1695.39 -653.268 18436.4 -2.48682e-05 -2.2811e-05
2212 4000 1684.1 -663.624 18436.8 -2.48682e-05 -2.2811e-05
2212 4000 1668.01 -678.383 18437.5 -2.48682e-05 -2.2811e-05
2212 4000 1640.56 -703.56 18438.6 -2.48682e-05 -2.2811e-05
2212 4000 1284.96 -1029.76 18452.9 -2.48653e-05 -2.2811e-05
2212 4000 1279.51 -1034.76 18453.1 -2.48653e-05 -2.2811e-05
2212 4000 1276.77 -1037.27 18453.2 -2.48653e-05 -2.2811e-05
2212 4000 1259.45 -1053.16 18453.9 -2.48653e-05 -2.2811e-05
2212 4000 1251.13 -1060.79 18454.3 -2.48653e-05 -2.2811e-05
2212 4000 895.575 -1386.99 18468.6 -2.48618e-05 -2.28109e-05
2212 4000 890.125 -1391.99 18468.8 -2.48618e-05 -2.28109e-05
2212 4000 887.39 -1394.5 18468.9 -2.48618e-05 -2.28109e-05
2212 4000 861.751 -1418.02 18469.9 -2.48618e-05 -2.28109e-05
2212 4000 506.256 -1744.22 18484.2 -2.48575e-05 -2.28108e-05
2212 4000 500.806 -1749.22 18484.4 -2.48575e-05 -2.28108e-05
2212 4000 498.071 -1751.73 18484.5 -2.48575e-05 -2.28108e-05
2212 4000 477.589 -1770.53 18485.4 -2.48575e-05 -2.28108e-05
2212 4000 462.898 -1784.01 18486 -2.48575e-05 -2.28108e-05
2212 4000 454.944 -1791.31 18486.3 -2.48575e-05 -2.28108e-05
2212 4000 447.462 -1798.17 18486.6 -2.48575e-05 -2.28108e-05
2212 4000 387.958 -1794.11 18489.7 -1.37962e-05 2.54123e-05
2212 4000 385.744 -1790.03 18489.8 -1.37962e-05 2.54123e-05
2212 4000 379.455 -1778.48 18490.3 -1.38949e-05 2.54567e-05
2212 4000 370.465 -1762.01 18490.9 -1.38949e-05 2.54567e-05
2212 4000 359.78 -1742.44 18491.7 -1.38949e-05 2.54567e-05
2212 4000 355.129 -1733.92 18492 -1.38949e-05 2.54567e-05
2212 4000 156.467 -1369.88 18506.3 -1.38899e-05 2.54566e-05
2212 4000 153.422 -1364.3 18506.6 -1.38899e-05 2.54566e-05
2212 4000 151.894 -1361.5 18506.7 -1.38899e-05 2.54566e-05
2212 4000 137.57 -1335.25 18507.7 -1.38899e-05 2.54566e-05
2212 4000 -61.0153 -971.222 18522 -1.38844e-05 2.54565e-05
2212 4000 -64.0594 -965.641 18522.2 -1.38844e-05 2.54565e-05
2212 4000 -65.5867 -962.84 18522.3 -1.38844e-05 2.54565e-05
2212 4000 -75.2572 -945.11 18523 -1.38844e-05 2.54565e-05
2212 4000 -79.905 -936.588 18523.4 -1.38844e-05 2.54565e-05
2212 4000 -278.41 -572.561 18537.7 -1.38786e-05 2.54564e-05
2212 4000 -281.453 -566.979 18537.9 -1.38786e-05 2.54564e-05
2212 4000 -282.979 -564.179 18538 -1.38786e-05 2.54564e-05
2212 4000 -294.415 -543.203 18538.8 -1.38786e-05 2.54564e-05
2212 4000 -302.617 -528.158 18539.4 -1.38786e-05 2.54564e-05
2212 4000 -307.059 -520.012 18539.7 -1.38786e-05 2.54564e-05
2212 4000 -311.236 -512.35 18540 -1.38786e-05 2.54564e-05
2212 4000 -340.294 -454.586 18543.1 -4.73377e-06 1.20787e-05
2212 4000 -341.054 -452.647 18543.3 -4.73377e-06 1.20787e-05
2212 4000 -343.201 -447.162 18543.7 -4.73208e-06 1.20847e-05
2212 4000 -346.263 -439.343 18544.4 -4.73208e-06 1.20847e-05
2212 4000 -351.486 -426.004 18545.5 -4.73208e-06 1.20847e-05
2212 4000 -419.11 -253.193 18559.8 -4.72585e-06 1.20847e-05
2212 4000 -420.146 -250.543 18560 -4.72585e-06 1.20847e-05
2212 4000 -420.666 -249.214 18560.1 -4.72585e-06 1.20847e-05
2212 4000 -423.957 -240.797 18560.8 -4.72585e-06 1.20847e-05
2212 4000 -425.539 -236.752 18561.2 -4.72585e-06 1.20847e-05
2212 4000 -493.073 -63.9406 18575.5 -4.71949e-06 1.20846e-05
2212 4000 -494.108 -61.2911 18575.7 -4.71949e-06 1.20846e-05
2212 4000 -494.627 -59.9618 18575.8 -4.71949e-06 1.20846e-05
2212 4000 -499.494 -47.4995 18576.8 -4.71949e-06 1.20846e-05
2212 4000 -566.936 125.311 18591.1 -4.713e-06 1.20846e-05
2212 4000 -567.97 127.96 18591.3 -4.713e-06 1.20846e-05
2212 4000 -568.488 129.29 18591.4 -4.713e-06 1.20846e-05
2212 4000 -572.372 139.247 18592.3 -4.713e-06 1.20846e-05
2212 4000 -575.157 146.389 18592.9 -4.713e-06 1.20846e-05
2212 4000 -576.665 150.256 18593.2 -4.713e-06 1.20846e-05
2212 4000 -578.084 153.894 18593.5 -4.713e-06 1.20846e-05
2212 4000 -616.951 184.526 18596.6 -2.05358e-05 7.54163e-06
2212 4000 -620.247 185.736 18596.7 -2.05358e-05 7.54163e-06
2212 4000 -629.566 189.162 18597.2 -2.05242e-05 7.54922e-06
2212 4000 -642.845 194.047 18597.8 -2.05242e-05 7.54922e-06
2212 4000 -658.629 199.852 18598.6 -2.05242e-05 7.54922e-06
2212 4000 -665.499 202.379 18598.9 -2.05242e-05 7.54922e-06
2212 4000 -958.947 310.333 18613.2 -2.05172e-05 7.54919e-06
2212 4000 -963.445 311.988 18613.5 -2.05172e-05 7.54919e-06
2212 4000 -965.702 312.818 18613.6 -2.05172e-05 7.54919e-06
2212 4000 -986.861 320.603 18614.6 -2.05172e-05 7.54919e-06
2212 4000 -1280.2 428.557 18628.9 -2.05097e-05 7.54916e-06
2212 4000 -1284.7 430.212 18629.1 -2.05097e-05 7.54916e-06
2212 4000 -1286.96 431.042 18629.2 -2.05097e-05 7.54916e-06
2212 4000 -1301.24 436.3 18629.9 -2.05097e-05 7.54916e-06
2212 4000 -1308.11 438.827 18630.3 -2.05097e-05 7.54916e-06
2212 4000 -1601.34 546.78 18644.6 -2.05015e-05 7.54914e-06
2212 4000 -1605.84 548.435 18644.8 -2.05015e-05 7.54914e-06
2212 4000 -1608.09 549.266 18644.9 -2.05015e-05 7.54914e-06
2212 4000 -1624.98 555.486 18645.7 -2.05015e-05 7.54914e-06
2212 4000 -1637.1 559.948 18646.3 -2.05015e-05 7.54914e-06
2212 4000 -1643.66 562.363 18646.6 -2.05015e-05 7.54914e-06
2212 4000 -1649.83 564.636 18646.9 -2.05015e-05 7.54914e-06
2212 4000 -1641.72 612.943 18650 2.56982e-05 2.38412e-05
2212 4000 -1637.59 616.77 18650.2 2.56982e-05 2.38412e-05
2212 4000 -1625.93 627.594 18650.6 2.56982e-05 2.38412e-05
2212 4000 -1609.3 643.019 18651.3 2.56982e-05 2.38412e-05
2212 4000 -1580.93 669.334 18652.4 2.56982e-05 2.38412e-05
2212 4000 -1213.39 1010.26 18666.7 2.57063e-05 2.38411e-05
2212 4000 -1207.76 1015.49 18666.9 2.57063e-05 2.38411e-05
2212 4000 -1204.93 1018.11 18667 2.57063e-05 2.38411e-05
2212 4000 -1187.03 1034.72 18667.7 2.57063e-05 2.38411e-05
2212 4000 -1178.42 1042.7 18668.1 2.57063e-05 2.38411e-05
2212 4000 -810.768 1383.62 18682.4 2.57136e-05 2.3841e-05
2212 4000 -805.13 1388.85 18682.6 2.57136e-05 2.3841e-05
2212 4000 -802.301 1391.47 18682.7 2.57136e-05 2.3841e-05
2212 4000 -775.784 1416.06 18683.7 2.57136e-05 2.3841e-05
2212 4000 -408.031 1756.99 18698 2.57202e-05 2.38409e-05
2212 4000 -402.392 1762.21 18698.2 2.57202e-05 2.38409e-05
2212 4000 -399.563 1764.84 18698.3 2.57202e-05 2.38409e-05
2212 4000 -378.369 1784.48 18699.2 2.57202e-05 2.38409e-05
2212 4000 -363.092 1798.64 18699.8 2.57202e-05 2.38409e-05
2212 4000 -354.861 1806.27 18700.1 2.57202e-05 2.38409e-05
2212 4000 -347.197 1813.38 18700.4 2.57202e-05 2.38409e-05
2212 4000 -280.808 1811.84 18703.5 1.74052e-05 -2.48243e-05
2212 4000 -278.015 1807.86 18703.6 1.74052e-05 -2.48243e-05
2212 4000 -270.139 1796.6 18704.1 1.73021e-05 -2.47921e-05
2212 4000 -258.945 1780.56 18704.7 1.73021e-05 -2.47921e-05
2212 4000 -245.639 1761.49 18705.5 1.73021e-05 -2.47921e-05
