0.94 47 1
0.95 1936 216
0.96 2780 532
0.97 2619 551
0.98 2360 564
0.99 2009 536
1.0 1734 523
1.1 448 525
1.2 290 500
1.3 252 509
1.4 277 491
1.5 289 531
1.6 300 559
1.7 328 564
1.8 355 561
1.9 324 516
2.0 351 529
2.1 376 551
2.2 344 565
2.3 383 558
2.4 376 558
2.5 391 560
2.6 360 574
2.7 403 547
2.8 422 546
2.9 375 563
3.0 390 566
3.5 395 537
4.0 441 556
4.5 458 537
5.0 462 558
5.5 451 588
6.0 502 532
6.5 486 538
7.0 492 507
8.0 520 538
9.0 547 502
10.0 498 571
100 591 593
500 576 513
1000 606 534
2000 567 531
3000 585 577
4000 595 581
5000 614 564
6000 600 623
6500 606 611
7000 643 549
7500 598 571
8000 544 560
8500 556 608
9000 598 590
9500 569 584
10000 563 565
12500 591 610
25000 627 572
37500 594 620
50000 622 628
75000 690 606
100000 653 556
