0.94 10197 3
0.95 4019 1082
0.96 4951 2123
0.97 3994 1925
0.98 2878 1626
0.99 2198 1461
1.0 1730 1379
1.1 396 954
1.2 289 992
1.3 291 1079
1.4 438 1020
1.5 513 1137
1.6 652 1085
1.7 648 1149
1.8 693 1184
1.9 673 1206
2.0 650 1214
2.1 660 1135
2.2 612 1175
2.3 601 1226
2.4 652 1219
2.5 632 1202
2.6 631 1164
2.7 683 1178
2.8 656 1169
2.9 610 1208
3.0 605 1228
3.5 585 1216
4.0 526 1171
4.5 567 1209
5.0 585 1203
5.5 552 1085
6.0 555 1176
6.5 495 1186
7.0 493 1213
8.0 508 1189
9.0 520 1198
10.0 505 1157
100 322 1164
500 353 1187
1000 449 1174
2000 512 1285
3000 534 1331
4000 521 1261
5000 558 1270
6000 554 1318
6500 559 1285
7000 594 1363
7500 636 1297
8000 608 1305
8500 609 1341
9000 685 1294
9500 622 1373
10000 661 1313
12500 656 1389
25000 761 1429
37500 843 1403
50000 877 1420
75000 967 1451
100000 1004 1596
