
HepMC::Version 2.06.11
HepMC::IO_GenEvent-START_EVENT_LISTING
E 0 -1 -1.0000000000000000e+00 -1.0000000000000000e+00 -1.0000000000000000e+00 101 -1 43 10001 10002 0 0
U GEV MM
C 4.1841217041015625e+10 0.0000000000000000e+00
H -1 1 1 -1 0 0 0 0 0 0 0 0 4.1841217536000000e+10
F 0 0 0 0 0 0 0 0 0
V -1 0 0 0 0 0 2 41 0
P 10001 2212 0 0 1.0000001525878906e+02 1.0000441700790465e+02 9.3827998638153076e-01 4 0 0 -1 0
P 10002 2212 0 0 -1.0000001525878906e+02 1.0000441700790465e+02 9.3827998638153076e-01 4 0 0 -1 0
P 10003 111 -2.5165063142776489e-01 -4.3940052390098572e-01 1.9128482818603516e+01 1.9135659714305845e+01 1.3496999442577362e-01 2 0 0 -2 0
P 10004 223 2.5165063142776489e-01 4.3940052390098572e-01 9.9561376571655273e+00 9.9996809410139740e+00 7.8264999389648438e-01 2 0 0 -3 0
P 10005 113 2.8736886382102966e-01 2.6245450973510742e-01 9.1526708602905273e+00 9.1931191287258809e+00 7.6849997043609619e-01 2 0 0 -4 0
P 10006 -211 -1.1214935779571533e+00 4.7500026226043701e-01 -6.0688762664794922e+00 6.1914547577017052e+00 1.3956999778747559e-01 1 0 0 0 0
P 10007 323 1.5487793684005737e+00 -1.7709897458553314e-01 -3.5667812824249268e+00 3.9933779944489167e+00 8.9165997505187988e-01 2 0 0 -5 0
P 10008 -323 4.4554907083511353e-01 -6.3123875856399536e-01 3.1374347209930420e+00 3.3519442842084435e+00 8.9165997505187988e-01 2 0 0 -6 0
P 10009 -323 -1.5611053705215454e+00 1.1221069842576981e-01 -1.2719844579696655e+00 2.2051401749408841e+00 8.9165997505187988e-01 2 0 0 -7 0
P 10010 221 -3.4684365987777710e-01 1.5640512108802795e-01 -2.4423170089721680e-01 7.1031813050585180e-01 5.4785001277923584e-01 2 0 0 -8 0
P 10011 2212 3.8565847277641296e-01 -6.2343984842300415e-01 5.6774604320526123e-01 1.3191269134020216e+00 9.3826997280120850e-01 1 0 0 0 0
P 10012 311 2.0003402233123779e-01 5.2187252044677734e-01 2.4366734027862549e+00 2.5490031842445009e+00 4.9766999483108521e-01 2 0 0 -9 0
P 10013 -2112 -2.2790274024009705e-01 3.6050242185592651e-01 6.4222335815429688e-01 1.2153782539091964e+00 9.3957000970840454e-01 1 0 0 0 0
P 10014 331 -1.9758337736129761e-01 7.4106866121292114e-01 -5.5882911682128906e+00 5.7213925617038788e+00 9.5766001939773560e-01 2 0 0 -10 0
P 10015 213 1.7165407538414001e-02 1.5989068895578384e-02 6.9273428916931152e+00 6.9697033979334986e+00 7.6690000295639038e-01 2 0 0 -11 0
P 10016 113 2.3051576316356659e-01 -1.7044696211814880e-01 3.4857004880905151e-02 8.2097314165064827e-01 7.6849997043609619e-01 2 0 0 -12 0
P 10017 213 3.9879694581031799e-01 -1.0058020353317261e+00 -9.8945367336273193e-01 1.6546392127985472e+00 7.6690000295639038e-01 2 0 0 -13 0
P 10018 221 3.7220385670661926e-01 -2.5747293233871460e-01 1.0794743895530701e-02 7.1069274995060761e-01 5.4785001277923584e-01 2 0 0 -14 0
P 10019 223 -1.2232782319188118e-02 -1.3009643554687500e-01 1.0691503286361694e+00 1.3314271146684173e+00 7.8264999389648438e-01 2 0 0 -15 0
P 10020 -211 -4.1891020536422729e-01 3.5009261965751648e-01 -5.5724972486495972e-01 7.9250087863763963e-01 1.3956999778747559e-01 1 0 0 0 0
P 10021 -211 -1.8744458258152008e-01 -8.2187369465827942e-02 -4.8068114556372166e-03 2.4777636077244899e-01 1.3956999778747559e-01 1 0 0 0 0
P 10022 211 1.6822870075702667e-01 5.8602869510650635e-01 1.8350930511951447e-01 6.5183278269390132e-01 1.3956999778747559e-01 1 0 0 0 0
P 10023 111 -4.6942692250013351e-02 -3.4494909644126892e-01 -2.2002429962158203e+00 2.2316988231576835e+00 1.3496999442577362e-01 2 0 0 -16 0
P 10024 -213 -2.8925710916519165e-01 -1.0773905552923679e-02 -2.0189696550369263e-01 8.4420598875960229e-01 7.6690000295639038e-01 2 0 0 -17 0
P 10025 213 3.5541570186614990e-01 -1.4811834692955017e-01 -4.7915840148925781e+00 4.8678200821454709e+00 7.6690000295639038e-01 2 0 0 -18 0
P 10026 213 -1.0943919420242310e+00 -4.7156918048858643e-01 1.1525920867919922e+01 1.1612711082380406e+01 7.6690000295639038e-01 2 0 0 -19 0
