0.94 7 3
0.95 644 364
0.96 396 526
0.97 467 493
0.98 556 464
0.99 533 422
1.0 560 367
1.1 209 289
1.2 125 322
1.3 127 325
1.4 171 316
1.5 170 358
1.6 204 351
1.7 223 354
1.8 236 350
1.9 208 361
2.0 217 385
2.1 201 369
2.2 214 393
2.3 226 375
2.4 234 356
2.5 211 355
2.6 254 337
2.7 221 357
2.8 230 372
2.9 223 369
3.0 247 367
3.5 256 367
4.0 229 360
4.5 222 354
5.0 232 388
5.5 249 385
6.0 228 351
6.5 237 328
7.0 223 348
8.0 237 327
9.0 244 327
10.0 239 358
100 241 336
500 254 318
1000 248 348
2000 230 365
3000 251 353
4000 277 333
5000 270 367
6000 237 367
6500 237 394
7000 272 386
7500 268 368
8000 273 338
8500 266 401
9000 262 365
9500 263 378
10000 265 338
12500 273 374
25000 279 349
37500 320 423
50000 300 386
75000 320 406
100000 311 379
