1.0000000000000001e-11 6.764719999999999e-19
1.10304e-11 6.44091e-19
1.21669e-11 6.132589999999999e-19
1.34206e-11 5.839019999999999e-19
1.48034e-11 5.559489999999999e-19
1.63287e-11 5.293329999999999e-19
1.80111e-11 5.039899999999999e-19
1.98669e-11 4.798589999999999e-19
2.19139e-11 4.56882e-19
2.41719e-11 4.35003e-19
2.66625e-11 4.14171e-19
2.94097e-11 3.9433399999999996e-19
3.244e-11 3.7544599999999997e-19
3.57825e-11 3.57461e-19
3.94694e-11 3.40335e-19
4.35362e-11 3.2402799999999998e-19
4.80221e-11 3.085e-19
5.29701e-11 2.93714e-19
5.842800000000001e-11 2.79634e-19
6.44483e-11 2.66227e-19
7.10888e-11 2.5345999999999997e-19
7.84136e-11 2.41302e-19
8.64931e-11 2.29725e-19
9.54051e-11 2.187e-19
1.05235e-10 2.08201e-19
1.16078e-10 1.9820299999999999e-19
1.2803899999999997e-10 1.88681e-19
1.41231e-10 1.79614e-19
1.5578399999999999e-10 1.70978e-19
1.71835e-10 1.62753e-19
1.8954e-10 1.5491999999999998e-19
2.0906999999999998e-10 1.47459e-19
2.30612e-10 1.40353e-19
2.54374e-10 1.33584e-19
2.80584e-10 1.27137e-19
3.09494e-10 1.2099499999999998e-19
3.4138300000000004e-10 1.1514499999999998e-19
3.76558e-10 1.0957099999999998e-19
4.15358e-10 1.0426099999999999e-19
4.5815499999999995e-10 9.92021e-20
5.053619999999999e-10 9.43815e-20
5.57433e-10 8.978799999999999e-20
6.148690000000001e-10 8.54105e-20
6.78223e-10 8.123849999999999e-20
7.48105e-10 7.726199999999999e-20
8.25188e-10 7.34715e-20
9.102130000000001e-10 6.985789999999999e-20
1.004e-09 6.641239999999999e-20
1.1074500000000001e-09 6.31269e-20
1.22155e-09 5.99935e-20
1.34742e-09 5.700469999999999e-20
1.4862500000000001e-09 5.4153299999999996e-20
1.63939e-09 5.143269999999999e-20
1.80831e-09 4.883609999999999e-20
1.99463e-09 4.6357599999999994e-20
2.20016e-09 4.39913e-20
2.4268499999999997e-09 4.17315e-20
2.67691e-09 3.95729e-20
2.95273e-09 3.7510499999999995e-20
3.2569699999999998e-09 3.55395e-20
3.5925600000000003e-09 3.36553e-20
3.96272e-09 3.1853599999999997e-20
4.3710299999999995e-09 3.01305e-20
4.7878699999999995e-09 2.8596899999999996e-20
5.2442e-09 2.7125699999999997e-20
5.74431e-09 2.57124e-20
6.29181e-09 2.4355999999999998e-20
6.8918199999999995e-09 2.30525e-20
7.54868e-09 2.18009e-20
8.26856e-09 2.05974e-20
9.056639999999999e-09 1.9441199999999998e-20
9.92032e-09 1.8328799999999998e-20
1.0865799999999999e-08 1.72599e-20
1.18187e-08 1.63096e-20
1.2855099999999999e-08 1.53938e-20
1.39824e-08 1.45116e-20
1.52085e-08 1.3662399999999998e-20
1.65421e-08 1.28455e-20
1.79927e-08 1.2060399999999999e-20
1.94344e-08 1.13676e-20
2.0990599999999997e-08 1.07005e-20
2.2672500000000003e-08 1.0057499999999999e-20
2.4487900000000002e-08 9.439559999999998e-21
2.52419e-08 9.203120000000001e-21
2.5299999999999998e-08 9.185339999999999e-21
2.73272e-08 8.6027e-21
2.931e-08 8.09512e-21
3.14368e-08 7.608029999999999e-21
3.37178e-08 7.140929999999999e-21
3.61644e-08 6.693779999999999e-21
3.8788400000000005e-08 6.26693e-21
4.13115e-08 5.90043e-21
4.40008e-08 5.550229999999999e-21
4.68629e-08 5.2168299999999995e-21
4.9913699999999996e-08 4.899659999999999e-21
5.31604e-08 4.59921e-21
5.66211e-08 4.3150299999999996e-21
6.03041e-08 4.04761e-21
6.37799e-08 3.823499999999999e-21
6.745610000000001e-08 3.6118899999999994e-21
7.134410000000001e-08 3.41257e-21
7.54563e-08 3.22557e-21
7.98055e-08 3.05092e-21
8.440530000000001e-08 2.88852e-21
8.927030000000001e-08 2.73827e-21
9.44157e-08 2.60005e-21
9.98577e-08 2.47378e-21
1.05613e-07 2.3594e-21
1.11701e-07 2.2569299999999995e-21
1.18139e-07 2.16642e-21
1.24948e-07 2.0880599999999997e-21
1.3215e-07 2.02211e-21
1.38795e-07 1.97495e-21
1.4576599999999998e-07 1.93826e-21
1.5309599999999998e-07 1.91269e-21
1.6078600000000002e-07 1.89919e-21
1.6504e-07 1.89735e-21
1.73339e-07 1.90515e-21
1.80779e-07 1.92496e-21
1.88539e-07 1.9589e-21
1.95254e-07 1.9998199999999997e-21
2.0221900000000002e-07 2.0544899999999998e-21
2.09422e-07 2.1254599999999998e-21
2.1537299999999998e-07 2.19648e-21
2.21493e-07 2.2827399999999997e-21
2.27787e-07 2.3873899999999998e-21
2.3263e-07 2.4804899999999996e-21
2.37564e-07 2.5881799999999996e-21
2.42615e-07 2.71365e-21
2.47762e-07 2.8595999999999997e-21
2.53029e-07 3.0307399999999997e-21
2.58397e-07 3.2310599999999998e-21
2.62042e-07 3.3839299999999997e-21
2.6573899999999997e-07 3.55424e-21
2.69488e-07 3.7438299999999996e-21
2.7329e-07 3.9544e-21
2.77146e-07 4.1873399999999995e-21
2.81056e-07 4.44332e-21
2.87032e-07 4.86954e-21
3.01449e-07 5.978279999999999e-21
3.05702e-07 6.282359999999999e-21
3.10015e-07 6.55527e-21
3.13295e-07 6.730859999999999e-21
3.1660599999999997e-07 6.87516e-21
3.19793e-07 6.98043e-21
3.23825e-07 7.066159999999999e-21
3.27323e-07 7.10046e-21
3.29623e-07 7.105359999999999e-21
3.3544000000000004e-07 7.07112e-21
3.47406e-07 6.9391e-21
3.5169000000000005e-07 6.92301e-21
3.56069e-07 6.94452e-21
3.59824e-07 7.00076e-21
3.63631e-07 7.09854e-21
3.67474e-07 7.24281e-21
3.7135300000000003e-07 7.438329999999999e-21
3.7526899999999997e-07 7.68977e-21
3.7924e-07 8.00361e-21
3.8324800000000004e-07 8.3842e-21
3.87294e-07 8.837479999999998e-21
3.91377e-07 9.370009999999999e-21
3.95518e-07 9.991989999999999e-21
3.9969900000000004e-07 1.0708499999999999e-20
4.0391800000000003e-07 1.1526299999999999e-20
4.08177e-07 1.2450999999999999e-20
4.12496e-07 1.3490099999999999e-20
4.1685499999999996e-07 1.4636699999999998e-20
4.21256e-07 1.5880299999999997e-20
4.3474899999999997e-07 1.99189e-20
4.3933799999999996e-07 2.1195299999999997e-20
4.42426e-07 2.19654e-20
4.4553600000000005e-07 2.2641299999999997e-20
4.4866799999999995e-07 2.3197999999999998e-20
4.5182200000000003e-07 2.3612499999999998e-20
4.54998e-07 2.38654e-20
4.57898e-07 2.3942599999999998e-20
4.6070099999999996e-07 2.3874499999999998e-20
4.63951e-07 2.36214e-20
4.6720100000000003e-07 2.3190099999999996e-20
4.70497e-07 2.2586499999999998e-20
4.7379199999999996e-07 2.18374e-20
4.771350000000001e-07 2.0955599999999998e-20
4.821710000000001e-07 1.94585e-20
4.958720000000001e-07 1.5050599999999998e-20
5.01101e-07 1.34601e-20
5.04636e-07 1.2453499999999999e-20
5.08171e-07 1.1510399999999999e-20
5.11755e-07 1.0622e-20
5.1534e-07 9.802509999999999e-21
5.18975e-07 9.040259999999999e-21
5.2261e-07 8.344139999999999e-21
5.26297e-07 7.70156e-21
5.29984e-07 7.11805e-21
5.33722e-07 6.5815799999999995e-21
5.37461e-07 6.095689999999999e-21
5.41252e-07 5.649589999999999e-21
5.45043e-07 5.2457299999999994e-21
5.48888e-07 4.87481e-21
5.52733e-07 4.5386999999999995e-21
5.56632e-07 4.22956e-21
5.60531e-07 3.94891e-21
5.644850000000001e-07 3.69023e-21
5.684389999999999e-07 3.4548499999999995e-21
5.72449e-07 3.2373499999999997e-21
5.764589999999999e-07 3.0389299999999997e-21
5.80525e-07 2.85509e-21
5.845909999999999e-07 2.6869299999999996e-21
5.88715e-07 2.5307099999999997e-21
5.92839e-07 2.3874299999999995e-21
5.97021e-07 2.2539699999999998e-21
6.01203e-07 2.1312399999999995e-21
6.05444e-07 2.01664e-21
6.09685e-07 1.911e-21
6.13986e-07 1.8121099999999997e-21
6.18286e-07 1.7207299999999998e-21
6.24829e-07 1.59455e-21
6.31432e-07 1.4809799999999998e-21
6.38098e-07 1.3785e-21
6.44826e-07 1.2858299999999999e-21
6.51649e-07 1.20146e-21
6.58536e-07 1.12489e-21
6.65488e-07 1.05528e-21
6.72505e-07 9.918989999999998e-22
6.796210000000001e-07 9.33851e-22
6.86804e-07 8.80875e-22
6.94054e-07 8.32468e-22
7.01372e-07 7.881839999999999e-22
7.08793e-07 7.474589999999999e-22
7.16284e-07 7.101799999999999e-22
