@ NAME             %09s "MAP_TABLE"
@ TYPE             %07s "MAP_TAB"
@ TITLE            %08s "no-title"
@ ORIGIN           %17s "5.04.01 Darwin 64"
@ DATE             %08s "06/09/18"
@ TIME             %08s "11.03.12"
* NAME                                 COEF   N_VECTOR         NV      ORDER         NX        NXP         NY        NYP    NDELTAP         NT 
$ %s                                    %le         %d         %d         %d         %d         %d         %d         %d         %d         %d 
 "C3_100300"         -1.098308067190487e+11          3          5          4          1          0          0          3          0          0
 "C3_100210"          2.499246718860543e+09          3          5          4          1          0          0          2          1          0
 "C3_100120"         -9.750535806455947e+08          3          5          4          1          0          0          1          2          0
 "C3_100030"          8.306762307243771e+05          3          5          4          1          0          0          0          3          0
 "C3_040000"         -7.749897033424384e+02          3          5          4          0          4          0          0          0          0
 "C3_031000"          7.101444564175740e+09          3          5          4          0          3          1          0          0          0
 "C3_030100"         -2.028072256025623e+12          3          5          4          0          3          0          1          0          0
 "C3_030010"         -8.114142320277678e+09          3          5          4          0          3          0          0          1          0
 "C3_022000"         -1.106814818449888e+01          3          5          4          0          2          2          0          0          0
 "C3_021100"         -3.026391561538655e+03          3          5          4          0          2          1          1          0          0
 "C3_021010"         -8.701029369275639e+09          3          5          4          0          2          1          0          1          0
 "C3_020200"          1.286042732188034e+05          3          5          4          0          2          0          2          0          0
 "C3_020110"          7.770490624185086e+10          3          5          4          0          2          0          1          1          0
 "C3_020020"         -4.820304211334656e+09          3          5          4          0          2          0          0          2          0
 "C3_013000"          2.809369288116556e+07          3          5          4          0          1          3          0          0          0
 "C3_012100"         -3.261844157096171e+09          3          5          4          0          1          2          1          0          0
 "C3_012010"          2.398135500519618e+07          3          5          4          0          1          2          0          1          0
 "C3_011200"          2.228878831497019e+10          3          5          4          0          1          1          2          0          0
 "C3_011110"         -3.046142780809081e+09          3          5          4          0          1          1          1          1          0
 "C3_011020"          3.872228441581929e+08          3          5          4          0          1          1          0          2          0
 "C3_010300"          3.986535251115094e+12          3          5          4          0          1          0          3          0          0
 "C3_010210"          8.170051438658275e+10          3          5          4          0          1          0          2          1          0
 "C3_010120"         -2.901967458163562e+10          3          5          4          0          1          0          1          2          0
 "C3_010030"          4.041220684457971e+07          3          5          4          0          1          0          0          3          0
 "C3_004000"          1.641953180974609e-02          3          5          4          0          0          4          0          0          0
 "C3_003100"         -7.648695339913837e-01          3          5          4          0          0          3          1          0          0
 "C3_003010"          6.237686314602551e+06          3          5          4          0          0          3          0          1          0
 "C3_002200"         -8.988472165408794e+01          3          5          4          0          0          2          2          0          0
 "C3_002110"         -1.221159324265473e+09          3          5          4          0          0          2          1          1          0
 "C3_002020"          2.428605643663583e+06          3          5          4          0          0          2          0          2          0
 "C3_001300"          1.160357663222977e+04          3          5          4          0          0          1          3          0          0
 "C3_001210"          8.070441566257628e+10          3          5          4          0          0          1          2          1          0
 "C3_001120"         -2.527841503965138e+08          3          5          4          0          0          1          1          2          0
 "C3_001030"          5.905360943237003e+06          3          5          4          0          0          1          0          3          0
 "C3_000400"         -3.769236948566375e+05          3          5          4          0          0          0          4          0          0
 "C3_000310"         -1.373136081174011e+12          3          5          4          0          0          0          3          1          0
 "C3_000220"          1.650614764329436e+10          3          5          4          0          0          0          2          2          0
 "C3_000130"         -2.593637037033630e+08          3          5          4          0          0          0          1          3          0
 "C3_000040"         -1.490893073582094e+06          3          5          4          0          0          0          0          4          0
 "C3_500000"          3.845695374672229e-01          3          5          5          5          0          0          0          0          0
 "C3_410000"          8.719038900602227e+01          3          5          5          4          1          0          0          0          0
 "C3_401000"          5.212312213916358e+08          3          5          5          4          0          1          0          0          0
 "C3_400100"         -2.527251198627814e+10          3          5          5          4          0          0          1          0          0
 "C3_400010"          1.208666939291104e+08          3          5          5          4          0          0          0          1          0
 "C3_320000"          3.545727405932459e+03          3          5          5          3          2          0          0          0          0
 "C3_311000"          2.713584462507034e+10          3          5          5          3          1          1          0          0          0
 "C3_310100"         -1.511444460184386e+12          3          5          5          3          1          0          1          0          0
 "C3_310010"          5.076016025959621e+09          3          5          5          3          1          0          0          1          0
 "C3_302000"         -4.995749913627408e+00          3          5          5          3          0          2          0          0          0
 "C3_301100"          3.291735040112217e+02          3          5          5          3          0          1          1          0          0
 "C3_301010"         -2.006822944136113e+09          3          5          5          3          0          1          0          1          0
 "C3_300200"         -1.677216929583949e+03          3          5          5          3          0          0          2          0          0
 "C3_300110"          1.102869799993514e+11          3          5          5          3          0          0          1          1          0
 "C3_300020"         -3.694159597577932e+08          3          5          5          3          0          0          0          2          0
 "C3_230000"          5.941373148412099e+04          3          5          5          2          3          0          0          0          0
 "C3_221000"          9.979209086085643e+11          3          5          5          2          2          1          0          0          0
 "C3_220100"         -7.427265089358772e+13          3          5          5          2          2          0          1          0          0
 "C3_220010"          6.442738681929115e+10          3          5          5          2          2          0          0          1          0
 "C3_212000"         -3.403451794409230e+02          3          5          5          2          1          2          0          0          0
 "C3_211100"          2.050135993128692e+04          3          5          5          2          1          1          1          0          0
 "C3_211010"         -7.918373401927769e+10          3          5          5          2          1          1          0          1          0
 "C3_210200"         -1.638020408531243e+05          3          5          5          2          1          0          2          0          0
 "C3_210110"          4.979349534930640e+12          3          5          5          2          1          0          1          1          0
 "C3_210020"         -1.014313277086840e+10          3          5          5          2          1          0          0          2          0
 "C3_203000"         -8.301263426252795e+08          3          5          5          2          0          3          0          0          0
 "C3_202100"          1.309071622109917e+11          3          5          5          2          0          2          1          0          0
 "C3_202010"         -4.956251595067580e+08          3          5          5          2          0          2          0          1          0
 "C3_201200"         -8.491904449686779e+12          3          5          5          2          0          1          2          0          0
 "C3_201110"          3.188797177579376e+10          3          5          5          2          0          1          1          1          0
 "C3_201020"          2.182424890725054e+08          3          5          5          2          0          1          0          2          0
 "C3_200300"          2.197293888354400e+14          3          5          5          2          0          0          3          0          0
 "C3_200210"         -3.699932789569453e+11          3          5          5          2          0          0          2          1          0
 "C3_200120"         -3.149006749968916e+10          3          5          5          2          0          0          1          2          0
 "C3_200030"         -6.216071719491546e+07          3          5          5          2          0          0          0          3          0
 "C3_140000"         -6.081178383285643e+04          3          5          5          1          4          0          0          0          0
 "C3_131000"          1.475802609766795e+13          3          5          5          1          3          1          0          0          0
 "C3_130100"         -1.160322107635723e+15          3          5          5          1          3          0          1          0          0
 "C3_130010"          3.621548358034246e+11          3          5          5          1          3          0          0          1          0
 "C3_122000"         -8.085016530031469e+03          3          5          5          1          2          2          0          0          0
 "C3_121100"          3.843717092854112e+05          3          5          5          1          2          1          1          0          0
 "C3_121010"         -1.850084323688390e+12          3          5          5          1          2          1          0          1          0
 "C3_120200"          2.819365955499436e+05          3          5          5          1          2          0          2          0          0
 "C3_120110"          1.606242472597061e+14          3          5          5          1          2          0          1          1          0
 "C3_120020"          5.307897860668041e+10          3          5          5          1          2          0          0          2          0
 "C3_113000"         -1.789031920807287e+10          3          5          5          1          1          3          0          0          0
 "C3_112100"          2.488446508331885e+12          3          5          5          1          1          2          1          0          0
 "C3_112010"         -1.279411958468119e+10          3          5          5          1          1          2          0          1          0
 "C3_111200"         -1.904357397017298e+14          3          5          5          1          1          1          2          0          0
 "C3_111110"          2.745856040077767e+11          3          5          5          1          1          1          1          1          0
 "C3_111020"          2.805464672472009e+10          3          5          5          1          1          1          0          2          0
 "C3_110300"          6.119638802774412e+15          3          5          5          1          1          0          3          0          0
 "C3_110210"          1.220508655758715e+13          3          5          5          1          1          0          2          1          0
 "C3_110120"         -3.748567886232948e+12          3          5          5          1          1          0          1          2          0
 "C3_110030"         -3.588326379670739e+09          3          5          5          1          1          0          0          3          0
 "C3_104000"          5.165565498227140e+00          3          5          5          1          0          4          0          0          0
 "C3_103100"         -5.697840161123078e+02          3          5          5          1          0          3          1          0          0
 "C3_103010"          2.114336928061303e+09          3          5          5          1          0          3          0          1          0
 "C3_102200"          1.544558345241810e+04          3          5          5          1          0          2          2          0          0
 "C3_102110"         -3.444043205496408e+11          3          5          5          1          0          2          1          1          0
 "C3_102020"          1.124839143521583e+09          3          5          5          1          0          2          0          2          0
 "C3_101300"          2.778689112569559e+05          3          5          5          1          0          1          3          0          0
 "C3_101210"          2.071466324101489e+13          3          5          5          1          0          1          2          1          0
 "C3_101120"         -9.395556581759381e+10          3          5          5          1          0          1          1          2          0
 "C3_101030"          4.165304824402541e+09          3          5          5          1          0          1          0          3          0
 "C3_100400"         -1.586160169652343e+07          3          5          5          1          0          0          4          0          0
 "C3_100310"         -4.681688314457237e+14          3          5          5          1          0          0          3          1          0
 "C3_100220"          1.908911288501709e+12          3          5          5          1          0          0          2          2          0
 "C3_100130"         -1.882050742940829e+11          3          5          5          1          0          0          1          3          0
 "C3_100040"          1.098361870164972e+09          3          5          5          1          0          0          0          4          0
 "C3_050000"         -2.692686756352721e+07          3          5          5          0          5          0          0          0          0
 "C3_041000"          1.589730600984303e+14          3          5          5          0          4          1          0          0          0
 "C3_040100"         -8.717254291656831e+15          3          5          5          0          4          0          1          0          0
 "C3_040010"          2.312927861028884e+13          3          5          5          0          4          0          0          1          0
 "C3_032000"         -3.151716529035201e+04          3          5          5          0          3          2          0          0          0
 "C3_031100"         -2.532524644280456e+06          3          5          5          0          3          1          1          0          0
 "C3_031010"         -2.182735412260873e+13          3          5          5          0          3          1          0          1          0
 "C3_030200"          2.656184728491777e+08          3          5          5          0          3          0          2          0          0
 "C3_030110"          2.272146255157638e+15          3          5          5          0          3          0          1          1          0
 "C3_030020"          3.432081165203724e+12          3          5          5          0          3          0          0          2          0
 "C3_023000"         -4.361999921360172e+11          3          5          5          0          2          3          0          0          0
 "C3_022100"          7.849734554780809e+13          3          5          5          0          2          2          1          0          0
 "C3_022010"         -1.774333244886494e+11          3          5          5          0          2          2          0          1          0
 "C3_021200"         -6.440394116203355e+15          3          5          5          0          2          1          2          0          0
 "C3_021110"          1.709371196675272e+11          3          5          5          0          2          1          1          1          0
 "C3_021020"          7.917365409296805e+11          3          5          5          0          2          1          0          2          0
 "C3_020300"          1.838910852701597e+17          3          5          5          0          2          0          3          0          0
 "C3_020210"          1.162522045028794e+14          3          5          5          0          2          0          2          1          0
 "C3_020120"         -4.081199794696118e+11          3          5          5          0          2          0          1          2          0
 "C3_020030"          7.328069112547058e+11          3          5          5          0          2          0          0          3          0
 "C3_014000"          8.422491186811811e+01          3          5          5          0          1          4          0          0          0
 "C3_013100"         -3.699408994494570e+03          3          5          5          0          1          3          1          0          0
 "C3_013010"          3.043002265494472e+10          3          5          5          0          1          3          0          1          0
 "C3_012200"         -4.636583520554383e+05          3          5          5          0          1          2          2          0          0
 "C3_012110"         -4.588871829236997e+12          3          5          5          0          1          2          1          1          0
 "C3_012020"          1.730837879062071e+10          3          5          5          0          1          2          0          2          0
 "C3_011300"          3.731669300660696e+07          3          5          5          0          1          1          3          0          0
 "C3_011210"          3.143504098068401e+14          3          5          5          0          1          1          2          1          0
 "C3_011120"         -7.116762587244498e+11          3          5          5          0          1          1          1          2          0
 "C3_011030"          4.502759770321464e+10          3          5          5          0          1          1          0          3          0
 "C3_010400"         -8.201398281247151e+08          3          5          5          0          1          0          4          0          0
 "C3_010310"         -8.880929494407201e+15          3          5          5          0          1          0          3          1          0
 "C3_010220"         -4.272137121413985e+12          3          5          5          0          1          0          2          2          0
 "C3_010130"          1.849495622454793e+12          3          5          5          0          1          0          1          3          0
 "C3_010040"          3.566942064707841e+10          3          5          5          0          1          0          0          4          0
 "C3_005000"          2.722662028957953e+08          3          5          5          0          0          5          0          0          0
 "C3_004100"         -8.398771710211813e+10          3          5          5          0          0          4          1          0          0
 "C3_004010"          1.707010475705290e+08          3          5          5          0          0          4          0          1          0
 "C3_003200"          1.163649687890050e+13          3          5          5          0          0          3          2          0          0
 "C3_003110"         -2.762368539568847e+10          3          5          5          0          0          3          1          1          0
 "C3_003020"          1.299309850543453e+09          3          5          5          0          0          3          0          2          0
 "C3_002300"         -8.553107156898694e+14          3          5          5          0          0          2          3          0          0
 "C3_002210"          2.065207082710780e+12          3          5          5          0          0          2          2          1          0
 "C3_002120"         -1.339585784993969e+11          3          5          5          0          0          2          1          2          0
 "C3_002030"          1.246058681121326e+09          3          5          5          0          0          2          0          3          0
 "C3_001400"          3.300090635632423e+16          3          5          5          0          0          1          4          0          0
 "C3_001310"         -6.327195284053876e+13          3          5          5          0          0          1          3          1          0
 "C3_001220"          6.487181601834260e+12          3          5          5          0          0          1          2          2          0
 "C3_001130"         -6.592781197188983e+10          3          5          5          0          0          1          1          3          0
 "C3_001040"         -3.901043168041558e+09          3          5          5          0          0          1          0          4          0
 "C3_000500"         -5.329824060423880e+17          3          5          5          0          0          0          5          0          0
 "C3_000410"          4.306627857098934e+14          3          5          5          0          0          0          4          1          0
 "C3_000320"         -2.334925762387470e+14          3          5          5          0          0          0          3          2          0
 "C3_000230"         -1.659311665543513e+12          3          5          5          0          0          0          2          3          0
 "C3_000140"          1.851965605129589e+11          3          5          5          0          0          0          1          4          0
 "C3_000050"         -9.384482041933112e+08          3          5          5          0          0          0          0          5          0
 "C3_600000"          2.246283304936272e+02          3          5          6          6          0          0          0          0          0
 "C3_510000"          4.156902928656959e+04          3          5          6          5          1          0          0          0          0
 "C3_501000"          2.353775877005801e+09          3          5          6          5          0          1          0          0          0
 "C3_500100"          6.312310904618168e+11          3          5          6          5          0          0          1          0          0
 "C3_500010"          4.686315317713229e+09          3          5          6          5          0          0          0          1          0
 "C3_420000"          1.565810035476192e+06          3          5          6          4          2          0          0          0          0
 "C3_411000"         -6.355306120694197e+11          3          5          6          4          1          1          0          0          0
 "C3_410100"          1.502185462559619e+14          3          5          6          4          1          0          1          0          0
 "C3_410010"          5.595569854334725e+11          3          5          6          4          1          0          0          1          0
 "C3_402000"         -2.334191555470938e+03          3          5          6          4          0          2          0          0          0
 "C3_401100"          3.147211074104609e+05          3          5          6          4          0          1          1          0          0
 "C3_401010"          3.477026525249006e+11          3          5          6          4          0          1          0          1          0
 "C3_400200"         -7.838548366600186e+06          3          5          6          4          0          0          2          0          0
 "C3_400110"         -1.781841540130002e+13          3          5          6          4          0          0          1          1          0
 "C3_400020"          7.120564688235718e+10          3          5          6          4          0          0          0          2          0
 "C3_330000"          2.242660246922735e+07          3          5          6          3          3          0          0          0          0
 "C3_321000"         -9.551537890748762e+13          3          5          6          3          2          1          0          0          0
 "C3_320100"          1.211001719505917e+16          3          5          6          3          2          0          1          0          0
 "C3_320010"          2.210820426192011e+13          3          5          6          3          2          0          0          1          0
 "C3_312000"         -2.697622420428008e+05          3          5          6          3          1          2          0          0          0
 "C3_311100"          2.969132488326269e+07          3          5          6          3          1          1          1          0          0
 "C3_311010"          1.566744231124628e+13          3          5          6          3          1          1          0          1          0
 "C3_310200"         -5.925862333493429e+08          3          5          6          3          1          0          2          0          0
 "C3_310110"         -9.483126984020779e+14          3          5          6          3          1          0          1          1          0
 "C3_310020"          2.518196111670917e+12          3          5          6          3          1          0          0          2          0
 "C3_303000"         -2.996109547836776e+09          3          5          6          3          0          3          0          0          0
 "C3_302100"         -4.535209960174379e+12          3          5          6          3          0          2          1          0          0
 "C3_302010"         -2.963680486166229e+10          3          5          6          3          0          2          0          1          0
 "C3_301200"          5.372446651775000e+14          3          5          6          3          0          1          2          0          0
 "C3_301110"          1.426219767559734e+12          3          5          6          3          0          1          1          1          0
 "C3_301020"         -1.400525753390878e+12          3          5          6          3          0          1          0          2          0
 "C3_300300"         -1.534275220386002e+16          3          5          6          3          0          0          3          0          0
 "C3_300210"          1.542517407586150e+13          3          5          6          3          0          0          2          1          0
 "C3_300120"          7.139576847740453e+13          3          5          6          3          0          0          1          2          0
 "C3_300030"         -2.887931993614960e+11          3          5          6          3          0          0          0          3          0
 "C3_240000"         -1.315625180994471e+08          3          5          6          2          4          0          0          0          0
 "C3_231000"         -4.740595700921430e+15          3          5          6          2          3          1          0          0          0
 "C3_230100"          4.757576151411893e+17          3          5          6          2          3          0          1          0          0
 "C3_230010"          3.793902806873982e+14          3          5          6          2          3          0          0          1          0
 "C3_222000"         -9.949624874948392e+06          3          5          6          2          2          2          0          0          0
 "C3_221100"          9.869065301905625e+08          3          5          6          2          2          1          1          0          0
 "C3_221010"          5.110807651130376e+14          3          5          6          2          2          1          0          1          0
 "C3_220200"         -1.413059378748427e+10          3          5          6          2          2          0          2          0          0
 "C3_220110"         -3.019276961795343e+16          3          5          6          2          2          0          1          1          0
 "C3_220020"          1.006840382648761e+14          3          5          6          2          2          0          0          2          0
 "C3_213000"          1.507413628171543e+12          3          5          6          2          1          3          0          0          0
 "C3_212100"         -6.386267060805261e+14          3          5          6          2          1          2          1          0          0
 "C3_212010"         -1.500712927821957e+12          3          5          6          2          1          2          0          1          0
 "C3_211200"          5.730565931449870e+16          3          5          6          2          1          1          2          0          0
 "C3_211110"          2.384484287711383e+13          3          5          6          2          1          1          1          1          0
 "C3_211020"         -4.729868612961066e+13          3          5          6          2          1          1          0          2          0
 "C3_210300"         -1.498967493554446e+18          3          5          6          2          1          0          3          0          0
 "C3_210210"          2.875265770324732e+15          3          5          6          2          1          0          2          1          0
 "C3_210120"          2.667022087090888e+15          3          5          6          2          1          0          1          2          0
 "C3_210030"         -8.723334352440363e+12          3          5          6          2          1          0          0          3          0
 "C3_204000"          3.139090612353186e+03          3          5          6          2          0          4          0          0          0
 "C3_203100"         -5.816937880273807e+05          3          5          6          2          0          3          1          0          0
 "C3_203010"         -3.675783679282310e+11          3          5          6          2          0          3          0          1          0
 "C3_202200"          4.172122426654959e+07          3          5          6          2          0          2          2          0          0
 "C3_202110"          5.450788491361320e+13          3          5          6          2          0          2          1          1          0
 "C3_202020"         -2.290021742875720e+11          3          5          6          2          0          2          0          2          0
 "C3_201300"         -1.573266735419783e+09          3          5          6          2          0          1          3          0          0
 "C3_201210"         -3.019369688395712e+15          3          5          6          2          0          1          2          1          0
 "C3_201120"          2.038244941979892e+13          3          5          6          2          0          1          1          2          0
 "C3_201030"          1.996382234673122e+12          3          5          6          2          0          1          0          3          0
 "C3_200400"          2.482368953183947e+10          3          5          6          2          0          0          4          0          0
 "C3_200310"          5.700666120343585e+16          3          5          6          2          0          0          3          1          0
 "C3_200220"         -6.027047598953758e+14          3          5          6          2          0          0          2          2          0
 "C3_200130"         -1.000089088637807e+14          3          5          6          2          0          0          1          3          0
 "C3_200040"          4.689032626290999e+11          3          5          6          2          0          0          0          4          0
 "C3_150000"         -5.777314502606217e+09          3          5          6          1          5          0          0          0          0
 "C3_141000"         -1.112980002913424e+17          3          5          6          1          4          1          0          0          0
 "C3_140100"          9.553271884508903e+18          3          5          6          1          4          0          1          0          0
 "C3_140010"         -4.604574276516876e+14          3          5          6          1          4          0          0          1          0
 "C3_132000"         -2.171925334416876e+08          3          5          6          1          3          2          0          0          0
 "C3_131100"          1.827066144452937e+10          3          5          6          1          3          1          1          0          0
 "C3_131010"          7.726260732332634e+15          3          5          6          1          3          1          0          1          0
 "C3_130200"         -1.164635590885725e+11          3          5          6          1          3          0          2          0          0
 "C3_130110"         -2.561970906250094e+17          3          5          6          1          3          0          1          1          0
 "C3_130020"          2.955936586574524e+15          3          5          6          1          3          0          0          2          0
 "C3_123000"          8.187727319951925e+13          3          5          6          1          2          3          0          0          0
 "C3_122100"         -2.567729501271349e+16          3          5          6          1          2          2          1          0          0
 "C3_122010"         -2.801275240208477e+13          3          5          6          1          2          2          0          1          0
 "C3_121200"          2.136545499433546e+18          3          5          6          1          2          1          2          0          0
 "C3_121110"         -9.092383086552242e+14          3          5          6          1          2          1          1          1          0
 "C3_121020"         -9.881615682557332e+14          3          5          6          1          2          1          0          2          0
 "C3_120300"         -5.482243646929892e+19          3          5          6          1          2          0          3          0          0
 "C3_120210"          1.187840019667420e+17          3          5          6          1          2          0          2          1          0
 "C3_120120"          5.532879893111930e+16          3          5          6          1          2          0          1          2          0
 "C3_120030"         -2.106790784676743e+14          3          5          6          1          2          0          0          3          0
 "C3_114000"          1.969845729429754e+05          3          5          6          1          1          4          0          0          0
 "C3_113100"         -3.282216095245800e+07          3          5          6          1          1          3          1          0          0
 "C3_113010"         -4.035210251390713e+12          3          5          6          1          1          3          0          1          0
 "C3_112200"          2.098040951406029e+09          3          5          6          1          1          2          2          0          0
 "C3_112110"          5.359888614977410e+14          3          5          6          1          1          2          1          1          0
 "C3_112020"         -3.019031109493081e+12          3          5          6          1          1          2          0          2          0
 "C3_111300"         -6.420032297158363e+10          3          5          6          1          1          1          3          0          0
 "C3_111210"         -1.505340861787220e+16          3          5          6          1          1          1          2          1          0
 "C3_111120"          4.798891164385714e+14          3          5          6          1          1          1          1          2          0
 "C3_111030"          5.531324495249952e+13          3          5          6          1          1          1          0          3          0
 "C3_110400"          6.549816799338995e+11          3          5          6          1          1          0          4          0          0
 "C3_110310"         -3.652904591578360e+17          3          5          6          1          1          0          3          1          0
 "C3_110220"         -2.024954618545698e+16          3          5          6          1          1          0          2          2          0
 "C3_110130"         -2.379038075311480e+15          3          5          6          1          1          0          1          3          0
 "C3_110040"          1.610736747532054e+13          3          5          6          1          1          0          0          4          0
 "C3_105000"          2.907589125154012e+08          3          5          6          1          0          5          0          0          0
 "C3_104100"          4.781326591840025e+12          3          5          6          1          0          4          1          0          0
 "C3_104010"          2.978985666429584e+10          3          5          6          1          0          4          0          1          0
 "C3_103200"         -1.019564861722815e+15          3          5          6          1          0          3          2          0          0
 "C3_103110"         -2.389273769583331e+12          3          5          6          1          0          3          1          1          0
 "C3_103020"          9.237977121343107e+11          3          5          6          1          0          3          0          2          0
 "C3_102300"          8.439969486659312e+16          3          5          6          1          0          2          3          0          0
 "C3_102210"         -6.452096260999305e+13          3          5          6          1          0          2          2          1          0
 "C3_102120"         -1.325136529871857e+14          3          5          6          1          0          2          1          2          0
 "C3_102030"          5.800504684217495e+11          3          5          6          1          0          2          0          3          0
 "C3_101400"         -3.219830105554907e+18          3          5          6          1          0          1          4          0          0
 "C3_101310"          1.052504739867334e+16          3          5          6          1          0          1          3          1          0
 "C3_101220"          7.263839277906748e+15          3          5          6          1          0          1          2          2          0
 "C3_101130"         -4.595438642803877e+13          3          5          6          1          0          1          1          3          0
 "C3_101040"         -9.319915543331896e+11          3          5          6          1          0          1          0          4          0
 "C3_100500"          4.736476428936317e+19          3          5          6          1          0          0          5          0          0
 "C3_100410"         -2.624923460987079e+17          3          5          6          1          0          0          4          1          0
 "C3_100320"         -1.431901878851294e+17          3          5          6          1          0          0          3          2          0
 "C3_100230"          1.133356769130306e+15          3          5          6          1          0          0          2          3          0
 "C3_100140"          5.180029601509914e+13          3          5          6          1          0          0          1          4          0
 "C3_100050"         -2.702634748395117e+11          3          5          6          1          0          0          0          5          0
 "C3_060000"          5.331050936403199e+10          3          5          6          0          6          0          0          0          0
 "C3_051000"         -1.089331562525218e+18          3          5          6          0          5          1          0          0          0
 "C3_050100"          6.644979296828088e+19          3          5          6          0          5          0          1          0          0
 "C3_050010"         -1.633300623402669e+17          3          5          6          0          5          0          0          1          0
 "C3_042000"         -2.222690642766877e+09          3          5          6          0          4          2          0          0          0
 "C3_041100"          1.213372205195658e+11          3          5          6          0          4          1          1          0          0
 "C3_041010"         -1.099657183123253e+16          3          5          6          0          4          1          0          1          0
 "C3_040200"          1.399035383631156e+12          3          5          6          0          4          0          2          0          0
 "C3_040110"          2.715971385708008e+18          3          5          6          0          4          0          1          1          0
 "C3_040020"          1.579225692110153e+16          3          5          6          0          4          0          0          2          0
 "C3_033000"          1.862066511459185e+15          3          5          6          0          3          3          0          0          0
 "C3_032100"         -4.474286578607599e+17          3          5          6          0          3          2          1          0          0
 "C3_032010"          1.716862370613301e+14          3          5          6          0          3          2          0          1          0
 "C3_031200"          3.290509313422152e+19          3          5          6          0          3          1          2          0          0
 "C3_031110"         -6.269719755392293e+16          3          5          6          0          3          1          1          1          0
 "C3_031020"         -5.814086458645270e+15          3          5          6          0          3          1          0          2          0
 "C3_030300"         -7.639546792767775e+20          3          5          6          0          3          0          3          0          0
 "C3_030210"          3.045057401318624e+18          3          5          6          0          3          0          2          1          0
 "C3_030120"         -1.683272608569546e+16          3          5          6          0          3          0          1          2          0
 "C3_030030"         -3.802498104349140e+15          3          5          6          0          3          0          0          3          0
 "C3_024000"          3.272241055098122e+06          3          5          6          0          2          4          0          0          0
 "C3_023100"         -4.190589663303955e+08          3          5          6          0          2          3          1          0          0
 "C3_023010"          2.773634091286308e+13          3          5          6          0          2          3          0          1          0
 "C3_022200"          1.611460845119358e+10          3          5          6          0          2          2          2          0          0
