@ NAME             %09s "MAP_TABLE"
@ TYPE             %07s "MAP_TAB"
@ TITLE            %08s "no-title"
@ ORIGIN           %17s "5.04.01 Darwin 64"
@ DATE             %08s "06/09/18"
@ TIME             %08s "11.03.12"
* NAME                                 COEF   N_VECTOR         NV      ORDER         NX        NXP         NY        NYP    NDELTAP         NT 
$ %s                                    %le         %d         %d         %d         %d         %d         %d         %d         %d         %d 
 "C1_200130"          1.009727535610501e+12          1          5          6          2          0          0          1          3          0
 "C1_200040"         -6.451429317016267e+11          1          5          6          2          0          0          0          4          0
 "C1_150000"          1.341190470837819e+18          1          5          6          1          5          0          0          0          0
 "C1_141000"          1.239932844214759e+09          1          5          6          1          4          1          0          0          0
 "C1_140100"         -1.649293774450384e+11          1          5          6          1          4          0          1          0          0
 "C1_140010"          6.836248745465078e+17          1          5          6          1          4          0          0          1          0
 "C1_132000"          3.213050722182761e+14          1          5          6          1          3          2          0          0          0
 "C1_131100"         -5.337957284065117e+15          1          5          6          1          3          1          1          0          0
 "C1_131010"          2.420447638740543e+14          1          5          6          1          3          1          0          1          0
 "C1_130200"         -1.649519120644800e+18          1          5          6          1          3          0          2          0          0
 "C1_130110"         -2.278811351542591e+16          1          5          6          1          3          0          1          1          0
 "C1_130020"         -8.321999198720855e+15          1          5          6          1          3          0          0          2          0
 "C1_123000"         -3.180672666660086e+06          1          5          6          1          2          3          0          0          0
 "C1_122100"          4.836814407987942e+08          1          5          6          1          2          2          1          0          0
 "C1_122010"         -9.872215050530327e+13          1          5          6          1          2          2          0          1          0
 "C1_121200"         -2.801469084199469e+10          1          5          6          1          2          1          2          0          0
 "C1_121110"          9.624592054196756e+15          1          5          6          1          2          1          1          1          0
 "C1_121020"         -7.185809992360034e+13          1          5          6          1          2          1          0          2          0
 "C1_120300"          6.954873798871855e+11          1          5          6          1          2          0          3          0          0
 "C1_120210"         -7.406872025514387e+17          1          5          6          1          2          0          2          1          0
 "C1_120120"         -4.061086823418059e+15          1          5          6          1          2          0          1          2          0
 "C1_120030"          1.890430130264310e+15          1          5          6          1          2          0          0          3          0
 "C1_114000"         -3.088627322430484e+11          1          5          6          1          1          4          0          0          0
 "C1_113100"          4.011688865278535e+13          1          5          6          1          1          3          1          0          0
 "C1_113010"         -3.788563215566964e+11          1          5          6          1          1          3          0          1          0
 "C1_112200"         -9.616925274001368e+14          1          5          6          1          1          2          2          0          0
 "C1_112110"          4.988264211514141e+13          1          5          6          1          1          2          1          1          0
 "C1_112020"         -8.780059838301940e+12          1          5          6          1          1          2          0          2          0
 "C1_111300"         -9.766194484396461e+16          1          5          6          1          1          1          3          0          0
 "C1_111210"         -2.763999695869208e+15          1          5          6          1          1          1          2          1          0
 "C1_111120"          8.683030750956162e+14          1          5          6          1          1          1          1          2          0
 "C1_111030"         -2.253882014499956e+12          1          5          6          1          1          1          0          3          0
 "C1_110400"          4.640061096828279e+18          1          5          6          1          1          0          4          0          0
 "C1_110310"          6.146951511465882e+16          1          5          6          1          1          0          3          1          0
 "C1_110220"         -2.137739517832726e+16          1          5          6          1          1          0          2          2          0
 "C1_110130"          1.388293469980162e+14          1          5          6          1          1          0          1          3          0
 "C1_110040"         -2.058628022970287e+13          1          5          6          1          1          0          0          4          0
 "C1_105000"          7.425452633409714e+02          1          5          6          1          0          5          0          0          0
 "C1_104100"         -1.792172841172754e+05          1          5          6          1          0          4          1          0          0
 "C1_104010"          2.307150294224908e+10          1          5          6          1          0          4          0          1          0
 "C1_103200"          1.733971092439829e+07          1          5          6          1          0          3          2          0          0
 "C1_103110"         -4.068565192543204e+12          1          5          6          1          0          3          1          1          0
 "C1_103020"          3.338809696191936e+10          1          5          6          1          0          3          0          2          0
 "C1_102300"         -8.571392408131245e+08          1          5          6          1          0          2          3          0          0
 "C1_102210"          1.801212702057527e+14          1          5          6          1          0          2          2          1          0
 "C1_102120"         -6.192758676825430e+12          1          5          6          1          0          2          1          2          0
 "C1_102030"         -1.348709426396584e+09          1          5          6          1          0          2          0          3          0
 "C1_101400"          2.204460883932027e+10          1          5          6          1          0          1          4          0          0
 "C1_101310"          7.592678651290132e+14          1          5          6          1          0          1          3          1          0
 "C1_101220"          3.397543777587796e+14          1          5          6          1          0          1          2          2          0
 "C1_101130"          9.196777993797229e+12          1          5          6          1          0          1          1          3          0
 "C1_101040"          2.530329423692873e+10          1          5          6          1          0          1          0          4          0
 "C1_100500"         -2.488150603256208e+11          1          5          6          1          0          0          5          0          0
 "C1_100410"         -5.271965262438250e+16          1          5          6          1          0          0          4          1          0
 "C1_100320"         -3.713621816905144e+15          1          5          6          1          0          0          3          2          0
 "C1_100230"         -7.278053880251602e+14          1          5          6          1          0          0          2          3          0
 "C1_100140"         -2.762209294342949e+12          1          5          6          1          0          0          1          4          0
 "C1_100050"          1.073806750972919e+12          1          5          6          1          0          0          0          5          0
 "C1_060000"          2.028932740169842e+19          1          5          6          0          6          0          0          0          0
 "C1_051000"          1.912147492692800e+10          1          5          6          0          5          1          0          0          0
 "C1_050100"         -1.000744209830853e+12          1          5          6          0          5          0          1          0          0
 "C1_050010"          1.001890957911686e+19          1          5          6          0          5          0          0          1          0
 "C1_042000"         -1.463593013257442e+16          1          5          6          0          4          2          0          0          0
 "C1_041100"          2.225874475286010e+18          1          5          6          0          4          1          1          0          0
 "C1_041010"         -3.027760618831423e+15          1          5          6          0          4          1          0          1          0
 "C1_040200"         -8.843501067208270e+19          1          5          6          0          4          0          2          0          0
 "C1_040110"          8.145057609978435e+16          1          5          6          0          4          0          1          1          0
 "C1_040020"         -3.065988370891928e+16          1          5          6          0          4          0          0          2          0
 "C1_033000"         -4.324146472179882e+07          1          5          6          0          3          3          0          0          0
 "C1_032100"          5.692693487637146e+09          1          5          6          0          3          2          1          0          0
 "C1_032010"         -3.299962186871348e+15          1          5          6          0          3          2          0          1          0
 "C1_031200"         -3.193555992603345e+11          1          5          6          0          3          1          2          0          0
 "C1_031110"          3.955721464917766e+17          1          5          6          0          3          1          1          1          0
 "C1_031020"         -1.264263138575636e+15          1          5          6          0          3          1          0          2          0
 "C1_030300"          7.495847586263475e+12          1          5          6          0          3          0          3          0          0
 "C1_030210"         -2.464364859658702e+19          1          5          6          0          3          0          2          1          0
 "C1_030120"         -1.121982577853115e+17          1          5          6          0          3          0          1          2          0
 "C1_030030"          2.690913048752104e+16          1          5          6          0          3          0          0          3          0
 "C1_024000"          7.149588752599754e+12          1          5          6          0          2          4          0          0          0
 "C1_023100"         -2.325836885793993e+15          1          5          6          0          2          3          1          0          0
 "C1_023010"          1.594361554592930e+12          1          5          6          0          2          3          0          1          0
 "C1_022200"          2.536033736867431e+17          1          5          6          0          2          2          2          0          0
 "C1_022110"         -6.259717985339119e+14          1          5          6          0          2          2          1          1          0
 "C1_022020"         -1.599885553634726e+14          1          5          6          0          2          2          0          2          0
 "C1_021300"         -1.281982148037147e+19          1          5          6          0          2          1          3          0          0
 "C1_021210"          3.187102958731043e+16          1          5          6          0          2          1          2          1          0
 "C1_021120"          2.127367817999450e+16          1          5          6          0          2          1          1          2          0
 "C1_021030"         -1.684333484532468e+13          1          5          6          0          2          1          0          3          0
 "C1_020400"          2.544044656741102e+20          1          5          6          0          2          0          4          0          0
 "C1_020310"         -4.389556916185195e+17          1          5          6          0          2          0          3          1          0
 "C1_020220"         -5.343995995948056e+17          1          5          6          0          2          0          2          2          0
 "C1_020130"          4.372315817188761e+15          1          5          6          0          2          0          1          3          0
 "C1_020040"         -4.603953929181522e+14          1          5          6          0          2          0          0          4          0
 "C1_015000"          1.432227799283109e+04          1          5          6          0          1          5          0          0          0
 "C1_014100"         -2.865205286920998e+06          1          5          6          0          1          4          1          0          0
 "C1_014010"          2.957399092280099e+10          1          5          6          0          1          4          0          1          0
 "C1_013200"          2.511505409207496e+08          1          5          6          0          1          3          2          0          0
 "C1_013110"         -3.820894034226851e+12          1          5          6          0          1          3          1          1          0
 "C1_013020"          1.794559352882880e+11          1          5          6          0          1          3          0          2          0
 "C1_012300"         -1.274256539379876e+10          1          5          6          0          1          2          3          0          0
 "C1_012210"          1.856995089915076e+15          1          5          6          0          1          2          2          1          0
 "C1_012120"          5.607037753718701e+11          1          5          6          0          1          2          1          2          0
 "C1_012030"          3.611908625369877e+12          1          5          6          0          1          2          0          3          0
 "C1_011400"          4.096318811435314e+11          1          5          6          0          1          1          4          0          0
 "C1_011310"         -2.705601722708671e+17          1          5          6          0          1          1          3          1          0
 "C1_011220"         -2.664028766643958e+15          1          5          6          0          1          1          2          2          0
 "C1_011130"         -2.210083507182315e+14          1          5          6          0          1          1          1          3          0
 "C1_011040"          9.059900010267523e+11          1          5          6          0          1          1          0          4          0
 "C1_010500"         -6.761738367019348e+12          1          5          6          0          1          0          5          0          0
 "C1_010410"          1.440933189926427e+19          1          5          6          0          1          0          4          1          0
 "C1_010320"          2.340828332951712e+17          1          5          6          0          1          0          3          2          0
 "C1_010230"         -9.004195929592219e+15          1          5          6          0          1          0          2          3          0
 "C1_010140"         -1.814070909669582e+14          1          5          6          0          1          0          1          4          0
 "C1_010050"          1.629682683538516e+13          1          5          6          0          1          0          0          5          0
 "C1_006000"         -9.499950837789604e+09          1          5          6          0          0          6          0          0          0
 "C1_005100"          3.054861091155373e+12          1          5          6          0          0          5          1          0          0
 "C1_005010"         -1.082299753465256e+10          1          5          6          0          0          5          0          1          0
 "C1_004200"         -4.059374368769677e+14          1          5          6          0          0          4          2          0          0
 "C1_004110"          2.949895224890598e+12          1          5          6          0          0          4          1          1          0
 "C1_004020"          4.892291602162337e+10          1          5          6          0          0          4          0          2          0
 "C1_003300"          2.889257514677304e+16          1          5          6          0          0          3          3          0          0
 "C1_003210"         -3.116246481995918e+14          1          5          6          0          0          3          2          1          0
 "C1_003120"         -9.241051315278369e+12          1          5          6          0          0          3          1          2          0
 "C1_003030"          3.052162138388125e+10          1          5          6          0          0          3          0          3          0
 "C1_002400"         -1.174176471219397e+18          1          5          6          0          0          2          4          0          0
 "C1_002310"          1.614990794262060e+16          1          5          6          0          0          2          3          1          0
 "C1_002220"          6.869228340162418e+14          1          5          6          0          0          2          2          2          0
 "C1_002130"         -3.736606374427419e+12          1          5          6          0          0          2          1          3          0
 "C1_002040"         -7.404669399096561e+10          1          5          6          0          0          2          0          4          0
 "C1_001500"          2.626670915041228e+19          1          5          6          0          0          1          5          0          0
 "C1_001410"         -4.072712379251757e+17          1          5          6          0          0          1          4          1          0
 "C1_001320"         -2.384342445879628e+16          1          5          6          0          0          1          3          2          0
 "C1_001230"          1.470110698721597e+14          1          5          6          0          0          1          2          3          0
 "C1_001140"          5.339804605551053e+12          1          5          6          0          0          1          1          4          0
 "C1_001050"         -2.640992141899237e+10          1          5          6          0          0          1          0          5          0
 "C1_000600"         -2.570771061718752e+20          1          5          6          0          0          0          6          0          0
 "C1_000510"          3.984505608170094e+18          1          5          6          0          0          0          5          1          0
 "C1_000420"          2.773771833581392e+17          1          5          6          0          0          0          4          2          0
 "C1_000330"         -3.160521359783720e+15          1          5          6          0          0          0          3          3          0
 "C1_000240"          3.167611588022741e+13          1          5          6          0          0          0          2          4          0
 "C1_000150"          2.544306804223693e+12          1          5          6          0          0          0          1          5          0
 "C1_000060"         -5.787729503627122e+11          1          5          6          0          0          0          0          6          0
 "C2_000000"         -3.633810180331340e-11          2          5          0          0          0          0          0          0          0
 "C2_100000"         -4.268163832653385e-02          2          5          1          1          0          0          0          0          0
 "C2_010000"         -1.204226791916006e+00          2          5          1          0          1          0          0          0          0
 "C2_001000"          9.575218855302801e-12          2          5          1          0          0          1          0          0          0
 "C2_000100"         -8.088925388406087e-11          2          5          1          0          0          0          1          0          0
 "C2_000010"          2.974072390562906e-02          2          5          1          0          0          0          0          1          0
 "C2_200000"         -2.968883633858805e-01          2          5          2          2          0          0          0          0          0
 "C2_110000"         -2.979310038663573e+01          2          5          2          1          1          0          0          0          0
 "C2_101000"          6.146831337903884e-09          2          5          2          1          0          1          0          0          0
 "C2_100100"         -1.114273364499627e-06          2          5          2          1          0          0          1          0          0
 "C2_100010"         -6.222981846448863e+00          2          5          2          1          0          0          0          1          0
 "C2_020000"          1.971359677441325e+02          2          5          2          0          2          0          0          0          0
 "C2_011000"          1.223882242323019e-06          2          5          2          0          1          1          0          0          0
 "C2_010100"         -2.283541169625817e-05          2          5          2          0          1          0          1          0          0
 "C2_010010"          4.534541709889362e+01          2          5          2          0          1          0          0          1          0
 "C2_002000"          3.831972618149557e-01          2          5          2          0          0          2          0          0          0
 "C2_001100"         -3.906199594274355e+01          2          5          2          0          0          1          1          0          0
 "C2_001010"          1.407233983422584e-01          2          5          2          0          0          1          0          1          0
 "C2_000200"          1.264941259343407e+03          2          5          2          0          0          0          2          0          0
 "C2_000110"         -5.318924339234761e+00          2          5          2          0          0          0          1          1          0
 "C2_000020"          9.018506310393390e+00          2          5          2          0          0          0          0          2          0
 "C2_300000"          2.467429126521623e+02          2          5          3          3          0          0          0          0          0
 "C2_210000"         -4.556700584396330e+03          2          5          3          2          1          0          0          0          0
 "C2_201000"         -9.276322282421645e-07          2          5          3          2          0          1          0          0          0
 "C2_200100"         -3.157336595662964e-06          2          5          3          2          0          0          1          0          0
 "C2_200010"         -9.715822546866505e+02          2          5          3          2          0          0          0          1          0
 "C2_120000"         -1.817409801447555e+05          2          5          3          1          2          0          0          0          0
 "C2_111000"          4.225209758678916e-05          2          5          3          1          1          1          0          0          0
 "C2_110100"         -2.446390631388425e-03          2          5          3          1          1          0          1          0          0
 "C2_110010"          8.064913159501496e+03          2          5          3          1          1          0          0          1          0
 "C2_102000"         -1.549177271453670e+02          2          5          3          1          0          2          0          0          0
 "C2_101100"          2.015799858315576e+04          2          5          3          1          0          1          1          0          0
 "C2_101010"         -3.959917273820523e+01          2          5          3          1          0          1          0          1          0
 "C2_100200"         -9.095745536206046e+05          2          5          3          1          0          0          2          0          0
 "C2_100110"         -5.337387064424777e+02          2          5          3          1          0          0          1          1          0
 "C2_100020"          2.234937963958565e+03          2          5          3          1          0          0          0          2          0
 "C2_030000"         -1.717462410488230e+07          2          5          3          0          3          0          0          0          0
 "C2_021000"          1.097228962560684e-03          2          5          3          0          2          1          0          0          0
 "C2_020100"         -1.942713764461810e-02          2          5          3          0          2          0          1          0          0
 "C2_020010"         -2.667701435520952e+05          2          5          3          0          2          0          0          1          0
 "C2_012000"          1.337540617288660e+04          2          5          3          0          1          2          0          0          0
 "C2_011100"         -1.094828649081306e+06          2          5          3          0          1          1          1          0          0
 "C2_011010"          7.090552114584004e+03          2          5          3          0          1          1          0          1          0
 "C2_010200"          3.210757236722872e+07          2          5          3          0          1          0          2          0          0
 "C2_010110"         -1.606084017076252e+05          2          5          3          0          1          0          1          1          0
 "C2_010020"         -3.463866474239579e+04          2          5          3          0          1          0          0          2          0
 "C2_003000"          8.060750327630679e-07          2          5          3          0          0          3          0          0          0
 "C2_002100"         -1.106648838462804e-04          2          5          3          0          0          2          1          0          0
 "C2_002010"          1.989146033861359e+02          2          5          3          0          0          2          0          1          0
 "C2_001200"          5.060009264066795e-03          2          5          3          0          0          1          2          0          0
 "C2_001110"         -1.753888509287626e+04          2          5          3          0          0          1          1          1          0
 "C2_001020"          1.083911650748284e+02          2          5          3          0          0          1          0          2          0
 "C2_000300"         -7.314878505180668e-02          2          5          3          0          0          0          3          0          0
 "C2_000210"          7.153470932176762e+05          2          5          3          0          0          0          2          1          0
 "C2_000120"         -1.240782910475467e+03          2          5          3          0          0          0          1          2          0
 "C2_000030"         -2.005405656475649e+03          2          5          3          0          0          0          0          3          0
 "C2_400000"          1.961059819242532e+04          2          5          4          4          0          0          0          0          0
 "C2_310000"          8.138959652088671e+05          2          5          4          3          1          0          0          0          0
 "C2_301000"         -1.163296844231981e-03          2          5          4          3          0          1          0          0          0
 "C2_300100"          2.243822525658967e-02          2          5          4          3          0          0          1          0          0
 "C2_300010"          9.853086049128674e+04          2          5          4          3          0          0          0          1          0
 "C2_220000"          5.216363118186044e+06          2          5          4          2          2          0          0          0          0
 "C2_211000"         -4.911883001850147e-02          2          5          4          2          1          1          0          0          0
 "C2_210100"         -8.123801502490068e-01          2          5          4          2          1          0          1          0          0
 "C2_210010"          3.125373229766362e+06          2          5          4          2          1          0          0          1          0
 "C2_202000"         -1.818610159138920e+04          2          5          4          2          0          2          0          0          0
 "C2_201100"          1.858407737582460e+06          2          5          4          2          0          1          1          0          0
 "C2_201010"         -7.705496441297460e+03          2          5          4          2          0          1          0          1          0
 "C2_200200"         -6.298442335770524e+07          2          5          4          2          0          0          2          0          0
 "C2_200110"          1.772406328837545e+05          2          5          4          2          0          0          1          1          0
 "C2_200020"         -3.783995946380974e+05          2          5          4          2          0          0          0          2          0
 "C2_130000"         -1.184590186680937e+08          2          5          4          1          3          0          0          0          0
 "C2_121000"         -5.654839361635403e-01          2          5          4          1          2          1          0          0          0
 "C2_120100"         -4.816450892648087e+01          2          5          4          1          2          0          1          0          0
 "C2_120010"          1.752592167163730e+08          2          5          4          1          2          0          0          1          0
 "C2_112000"          4.611210988997087e+05          2          5          4          1          1          2          0          0          0
 "C2_111100"         -2.705645055380005e+07          2          5          4          1          1          1          1          0          0
 "C2_111010"          2.775290784815402e+05          2          5          4          1          1          1          0          1          0
 "C2_110200"         -8.978695253471884e+07          2          5          4          1          1          0          2          0          0
 "C2_110110"         -1.289957824577549e+07          2          5          4          1          1          0          1          1          0
 "C2_110020"         -4.229328805845603e+06          2          5          4          1          1          0          0          2          0
 "C2_103000"          9.758970369654737e-04          2          5          4          1          0          3          0          0          0
 "C2_102100"         -1.195648287480478e-01          2          5          4          1          0          2          1          0          0
 "C2_102010"         -7.469266395629194e+04          2          5          4          1          0          2          0          1          0
 "C2_101200"          5.226239175895207e+00          2          5          4          1          0          1          2          0          0
 "C2_101110"          7.581657171564934e+06          2          5          4          1          0          1          1          1          0
 "C2_101020"         -2.906338695518879e+04          2          5          4          1          0          1          0          2          0
 "C2_100300"         -6.867809064356290e+01          2          5          4          1          0          0          3          0          0
 "C2_100210"         -2.003958409104869e+08          2          5          4          1          0          0          2          1          0
 "C2_100120"          1.619867666166525e+06          2          5          4          1          0          0          1          2          0
 "C2_100030"          8.084225758961119e+05          2          5          4          1          0          0          0          3          0
 "C2_040000"         -4.313193113698349e+09          2          5          4          0          4          0          0          0          0
 "C2_031000"         -2.331665454049570e+00          2          5          4          0          3          1          0          0          0
 "C2_030100"         -5.903364303116350e+02          2          5          4          0          3          0          1          0          0
 "C2_030010"          5.860440002947349e+09          2          5          4          0          3          0          0          1          0
 "C2_022000"          5.602544595453199e+06          2          5          4          0          2          2          0          0          0
 "C2_021100"          3.085618836738969e+08          2          5          4          0          2          1          1          0          0
 "C2_021010"          5.873808468129136e+06          2          5          4          0          2          1          0          1          0
 "C2_020200"         -1.931251601883853e+10          2          5          4          0          2          0          2          0          0
 "C2_020110"         -3.113531362417049e+06          2          5          4          0          2          0          1          1          0
 "C2_020020"         -4.292971340988965e+06          2          5          4          0          2          0          0          2          0
 "C2_013000"         -5.217219392180211e-03          2          5          4          0          1          3          0          0          0
 "C2_012100"          1.871087536496545e+00          2          5          4          0          1          2          1          0          0
 "C2_012010"          2.172373703269525e+06          2          5          4          0          1          2          0          1          0
 "C2_011200"         -1.604899749851215e+02          2          5          4          0          1          1          2          0          0
 "C2_011110"         -1.871656507347329e+08          2          5          4          0          1          1          1          1          0
 "C2_011020"          6.973295868524289e+05          2          5          4          0          1          1          0          2          0
 "C2_010300"          4.995978239779353e+03          2          5          4          0          1          0          3          0          0
 "C2_010210"         -5.874580685373726e+08          2          5          4          0          1          0          2          1          0
 "C2_010120"         -1.018134931681395e+08          2          5          4          0          1          0          1          2          0
 "C2_010030"          7.417285458412996e+06          2          5          4          0          1          0          0          3          0
 "C2_004000"          5.546100292589007e+03          2          5          4          0          0          4          0          0          0
 "C2_003100"         -1.083731892369889e+06          2          5          4          0          0          3          1          0          0
 "C2_003010"          6.069001246692684e+03          2          5          4          0          0          3          0          1          0
 "C2_002200"          8.089150818021445e+07          2          5          4          0          0          2          2          0          0
 "C2_002110"         -8.592228766628720e+05          2          5          4          0          0          2          1          1          0
 "C2_002020"          6.341185508118045e+04          2          5          4          0          0          2          0          2          0
 "C2_001300"         -2.809349445432625e+09          2          5          4          0          0          1          3          0          0
 "C2_001210"          3.975904965491822e+07          2          5          4          0          0          1          2          1          0
 "C2_001120"         -5.855845933801688e+06          2          5          4          0          0          1          1          2          0
 "C2_001030"          2.311670730851941e+04          2          5          4          0          0          1          0          3          0
 "C2_000400"          3.814204100798241e+10          2          5          4          0          0          0          4          0          0
 "C2_000310"         -6.237212709569812e+08          2          5          4          0          0          0          3          1          0
 "C2_000220"          1.188321797350809e+08          2          5          4          0          0          0          2          2          0
 "C2_000130"         -1.674900560274055e+06          2          5          4          0          0          0          1          3          0
 "C2_000040"         -5.357960120405245e+05          2          5          4          0          0          0          0          4          0
 "C2_500000"          1.111399725316544e+07          2          5          5          5          0          0          0          0          0
 "C2_410000"          1.089286287844500e+09          2          5          5          4          1          0          0          0          0
 "C2_401000"         -8.523702693232825e-02          2          5          5          4          0          1          0          0          0
 "C2_400100"          3.928377207408794e+00          2          5          5          4          0          0          1          0          0
 "C2_400010"         -4.384808324495561e+07          2          5          5          4          0          0          0          1          0
 "C2_320000"          5.636835028257493e+10          2          5          5          3          2          0          0          0          0
 "C2_311000"         -8.324134461674749e+00          2          5          5          3          1          1          0          0          0
 "C2_310100"          2.417331498215702e+02          2          5          5          3          1          0          1          0          0
 "C2_310010"         -3.524088731680989e+09          2          5          5          3          1          0          0          1          0
 "C2_302000"         -1.575991567121222e+07          2          5          5          3          0          2          0          0          0
 "C2_301100"          1.456152603948560e+09          2          5          5          3          0          1          1          0          0
 "C2_301010"         -7.604400213468322e+06          2          5          5          3          0          1          0          1          0
 "C2_300200"         -4.402458685316683e+10          2          5          5          3          0          0          2          0          0
 "C2_300110"          2.173164813340668e+08          2          5          5          3          0          0          1          1          0
 "C2_300020"          1.746400757268878e+08          2          5          5          3          0          0          0          2          0
 "C2_230000"          1.917220727036227e+12          2          5          5          2          3          0          0          0          0
 "C2_221000"         -2.032433418771058e+02          2          5          5          2          2          1          0          0          0
 "C2_220100"          2.463840475728454e+03          2          5          5          2          2          0          1          0          0
 "C2_220010"         -1.296473471403674e+11          2          5          5          2          2          0          0          1          0
 "C2_212000"         -7.443419058285289e+08          2          5          5          2          1          2          0          0          0
 "C2_211100"          6.723246135299512e+10          2          5          5          2          1          1          1          0          0
 "C2_211010"         -3.689333659649440e+08          2          5          5          2          1          1          0          1          0
 "C2_210200"         -2.464203495034001e+12          2          5          5          2          1          0          2          0          0
 "C2_210110"          4.589004527104630e+09          2          5          5          2          1          0          1          1          0
 "C2_210020"          8.643275394616865e+09          2          5          5          2          1          0          0          2          0
 "C2_203000"          7.992471399557477e-02          2          5          5          2          0          3          0          0          0
 "C2_202100"         -1.163998583779425e+01          2          5          5          2          0          2          1          0          0
 "C2_202010"          3.661685885088154e+07          2          5          5          2          0          2          0          1          0
 "C2_201200"          6.180682205979656e+02          2          5          5          2          0          1          2          0          0
 "C2_201110"         -3.681895166295979e+09          2          5          5          2          0          1          1          1          0
 "C2_201020"          1.641303122530825e+07          2          5          5          2          0          1          0          2          0
 "C2_200300"         -1.205739759486803e+04          2          5          5          2          0          0          3          0          0
 "C2_200210"          1.208963227427719e+11          2          5          5          2          0          0          2          1          0
 "C2_200120"         -4.316385939637432e+08          2          5          5          2          0          0          1          2          0
 "C2_200030"         -3.659348092292351e+08          2          5          5          2          0          0          0          3          0
 "C2_140000"          3.495559061711091e+13          2          5          5          1          4          0          0          0          0
 "C2_131000"         -1.814863005100765e+03          2          5          5          1          3          1          0          0          0
 "C2_130100"         -5.742660546213746e+04          2          5          5          1          3          0          1          0          0
 "C2_130010"         -2.610827266618072e+12          2          5          5          1          3          0          0          1          0
 "C2_122000"         -1.924256894585698e+10          2          5          5          1          2          2          0          0          0
 "C2_121100"          2.205598124123149e+12          2          5          5          1          2          1          1          0          0
 "C2_121010"         -6.855022386928870e+09          2          5          5          1          2          1          0          1          0
 "C2_120200"         -9.288770511881486e+13          2          5          5          1          2          0          2          0          0
 "C2_120110"          1.327306407439557e+10          2          5          5          1          2          0          1          1          0
 "C2_120020"          2.041469887617700e+11          2          5          5          1          2          0          0          2          0
 "C2_113000"          3.058957204761861e+00          2          5          5          1          1          3          0          0          0
 "C2_112100"         -2.851040158631155e+02          2          5          5          1          1          2          1          0          0
